,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.026,0.045,-0.053,0.097,0.001,0.001,5552.0,4651.0,1.0
beta0,0.089,0.062,-0.008,0.196,0.001,0.001,3665.0,3737.0,1.0
beta1,0.047,0.059,-0.046,0.145,0.001,0.001,2219.0,1866.0,1.0
beta_coefs[0],0.089,0.062,-0.008,0.196,0.001,0.001,3665.0,3737.0,1.0
beta_coefs[1],0.047,0.059,-0.046,0.145,0.001,0.001,2219.0,1866.0,1.0
beta_coefs[2],0.045,0.058,-0.04,0.143,0.001,0.001,3208.0,3971.0,1.0
beta_coefs[3],-0.017,0.075,-0.124,0.097,0.002,0.002,1829.0,1946.0,1.0
beta_coefs[4],-0.261,0.1,-0.418,-0.092,0.002,0.001,1971.0,2773.0,1.0
rw2_innovations[0],0.04,0.149,-0.188,0.284,0.004,0.004,1973.0,1697.0,1.0
rw2_innovations[1],-0.061,0.116,-0.255,0.117,0.002,0.003,3491.0,3097.0,1.0
rw2_innovations[2],-0.181,0.204,-0.482,0.081,0.005,0.006,1824.0,1730.0,1.0
sigma,0.413,0.036,0.355,0.469,0.001,0.0,4121.0,4342.0,1.0
sigma_smooth,0.131,0.076,0.003,0.235,0.002,0.001,1129.0,1170.0,1.0
