cohort,comarca,year,row_idx,yield_tha,lag_yield,year_str,year_code
arbequina,Alt Camp,2016,81,0.890222222222222,2.103111111111111,2016,0
arbequina,Alt Camp,2017,82,0.9402222222222224,0.6201111111111111,2017,1
arbequina,Alt Camp,2018,83,-1.243777777777778,0.6701111111111113,2018,2
arbequina,Alt Camp,2019,84,1.8502222222222224,-1.5138888888888888,2019,3
arbequina,Alt Camp,2020,85,-1.009777777777778,1.5801111111111117,2020,4
arbequina,Alt Camp,2021,86,0.978222222222222,-1.2798888888888889,2021,5
arbequina,Alt Camp,2022,87,-1.8547777777777776,0.7081111111111111,2022,6
arbequina,Alt Camp,2024,89,-0.0577777777777779,-0.762888888888889,2024,7
arbequina,Alt Penedès,2016,90,0.6077777777777778,0.5711111111111111,2016,0
arbequina,Alt Penedès,2017,91,0.977777777777778,0.5711111111111111,2017,1
arbequina,Alt Penedès,2018,92,-0.0922222222222222,0.9411111111111112,2018,2
arbequina,Alt Penedès,2019,93,0.1277777777777777,-0.1288888888888888,2019,3
arbequina,Alt Penedès,2020,94,-0.4922222222222223,0.0911111111111111,2020,4
arbequina,Alt Penedès,2021,95,0.2077777777777778,-0.528888888888889,2021,5
arbequina,Alt Penedès,2022,96,-0.7922222222222222,0.1711111111111112,2022,6
arbequina,Alt Penedès,2024,98,0.2777777777777777,-0.8588888888888888,2024,7
arbequina,Baix Camp,2016,99,0.2863333333333333,1.4957777777777777,2016,0
arbequina,Baix Camp,2017,100,0.3363333333333336,0.0127777777777775,2017,1
arbequina,Baix Camp,2018,101,-2.163666666666667,0.0627777777777778,2018,2
arbequina,Baix Camp,2019,102,1.7863333333333338,-2.437222222222222,2019,3
arbequina,Baix Camp,2020,103,-0.2716666666666665,1.512777777777778,2020,4
arbequina,Baix Camp,2021,104,0.8063333333333333,-0.5452222222222223,2021,5
arbequina,Baix Camp,2022,105,-2.0196666666666667,0.5327777777777776,2022,6
arbequina,Baix Camp,2024,107,-0.6926666666666668,1.658777777777778,2024,7
arbequina,Baix Penedès,2016,108,0.3473333333333332,1.6462222222222225,2016,0
