,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.0,0.124,-0.195,0.206,0.003,0.002,2166.0,3272.0,1.0
beta0,0.074,0.055,-0.016,0.162,0.001,0.001,4104.0,3843.0,1.0
beta1,0.037,0.038,-0.024,0.097,0.001,0.001,3825.0,3858.0,1.0
beta_coefs[0],0.074,0.055,-0.016,0.162,0.001,0.001,4104.0,3843.0,1.0
beta_coefs[1],0.037,0.038,-0.024,0.097,0.001,0.001,3825.0,3858.0,1.0
beta_coefs[2],0.005,0.04,-0.063,0.065,0.001,0.001,4719.0,4160.0,1.0
beta_coefs[3],-0.014,0.031,-0.061,0.036,0.0,0.001,5821.0,3713.0,1.0
beta_coefs[4],-0.026,0.056,-0.12,0.06,0.001,0.001,5060.0,3995.0,1.0
lag_coef,-0.144,0.096,-0.296,0.02,0.001,0.001,5142.0,5356.0,1.0
rw2_innovations[0],0.004,0.082,-0.12,0.138,0.001,0.003,3801.0,2723.0,1.0
rw2_innovations[1],0.014,0.074,-0.104,0.132,0.001,0.002,4610.0,3454.0,1.0
rw2_innovations[2],0.006,0.081,-0.127,0.133,0.001,0.002,4989.0,3331.0,1.0
sigma,0.297,0.024,0.256,0.334,0.0,0.0,5813.0,5093.0,1.0
sigma_smooth,0.07,0.053,0.002,0.144,0.002,0.001,870.0,1215.0,1.0
sigma_year,0.364,0.108,0.206,0.528,0.002,0.002,2336.0,3653.0,1.0
year_raw[0],0.596,0.463,-0.215,1.298,0.009,0.006,2850.0,4118.0,1.0
year_raw[1],0.811,0.467,0.039,1.568,0.009,0.006,2687.0,4165.0,1.0
year_raw[2],-0.162,0.484,-0.919,0.651,0.008,0.006,3315.0,4788.0,1.0
year_raw[3],1.335,0.568,0.404,2.244,0.011,0.007,2768.0,4254.0,1.0
year_raw[4],0.105,0.522,-0.709,0.993,0.009,0.006,3216.0,4462.0,1.0
year_raw[5],0.078,0.537,-0.791,0.965,0.009,0.007,3186.0,4845.0,1.0
year_raw[6],-1.65,0.569,-2.541,-0.689,0.01,0.006,2937.0,3762.0,1.0
year_raw[7],-0.315,0.489,-1.11,0.503,0.009,0.006,3226.0,3814.0,1.0
year_raw[8],-0.777,0.487,-1.582,0.009,0.009,0.006,3225.0,4575.0,1.0
year_re[2016],0.204,0.159,-0.054,0.464,0.003,0.002,2855.0,4402.0,1.0
year_re[2017],0.277,0.154,0.037,0.537,0.003,0.002,2851.0,4361.0,1.0
year_re[2018],-0.059,0.172,-0.338,0.222,0.003,0.002,3045.0,4013.0,1.0
year_re[2019],0.453,0.168,0.188,0.731,0.003,0.002,3137.0,4533.0,1.0
year_re[2020],0.035,0.183,-0.255,0.337,0.003,0.002,3064.0,4766.0,1.0
year_re[2021],0.029,0.187,-0.26,0.355,0.003,0.002,3156.0,4463.0,1.0
year_re[2022],-0.562,0.156,-0.822,-0.315,0.003,0.002,2965.0,4040.0,1.0
year_re[2023],-0.108,0.17,-0.383,0.169,0.003,0.002,3148.0,4257.0,1.0
year_re[2024],-0.267,0.166,-0.536,0.004,0.003,0.002,3140.0,4504.0,1.0
