,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.0,0.122,-0.197,0.196,0.003,0.002,1962.0,2904.0,1.0
beta0,0.069,0.061,-0.028,0.172,0.001,0.001,3814.0,3952.0,1.0
beta1,0.04,0.038,-0.022,0.1,0.001,0.001,3893.0,2950.0,1.0
beta_coefs[0],0.069,0.061,-0.028,0.172,0.001,0.001,3814.0,3952.0,1.0
beta_coefs[1],0.04,0.038,-0.022,0.1,0.001,0.001,3893.0,2950.0,1.0
beta_coefs[2],0.012,0.043,-0.057,0.085,0.001,0.001,4937.0,3622.0,1.0
beta_coefs[3],-0.009,0.033,-0.061,0.045,0.0,0.001,5899.0,3813.0,1.0
beta_coefs[4],-0.026,0.053,-0.108,0.063,0.001,0.001,5885.0,4230.0,1.0
lag_coef,-0.138,0.095,-0.293,0.017,0.001,0.001,5525.0,5366.0,1.0
rw2_innovations[0],0.001,0.087,-0.13,0.147,0.001,0.003,4102.0,2413.0,1.0
rw2_innovations[1],0.006,0.076,-0.113,0.137,0.001,0.002,4808.0,3452.0,1.0
rw2_innovations[2],0.005,0.084,-0.126,0.139,0.001,0.003,5504.0,3238.0,1.0
sigma,0.297,0.024,0.256,0.333,0.0,0.0,5686.0,5442.0,1.0
sigma_smooth,0.072,0.054,0.001,0.148,0.001,0.001,1109.0,1562.0,1.0
sigma_year,0.358,0.105,0.195,0.506,0.002,0.002,2324.0,3964.0,1.0
year_raw[0],0.55,0.463,-0.222,1.294,0.009,0.006,2880.0,4210.0,1.0
year_raw[1],0.847,0.467,0.055,1.577,0.009,0.006,2618.0,3656.0,1.0
year_raw[2],-0.067,0.496,-0.89,0.742,0.009,0.005,3060.0,5063.0,1.0
year_raw[3],1.279,0.549,0.386,2.178,0.011,0.007,2575.0,3746.0,1.0
year_raw[4],0.229,0.479,-0.532,1.023,0.009,0.006,2614.0,4334.0,1.0
year_raw[5],0.014,0.543,-0.872,0.901,0.01,0.006,3039.0,4568.0,1.0
year_raw[6],-1.683,0.565,-2.586,-0.751,0.011,0.007,2791.0,3748.0,1.0
year_raw[7],-0.344,0.488,-1.153,0.456,0.009,0.006,3140.0,4615.0,1.0
year_raw[8],-0.814,0.473,-1.588,-0.043,0.009,0.006,3082.0,4767.0,1.0
year_re[2016],0.186,0.159,-0.089,0.43,0.003,0.002,2892.0,3816.0,1.0
year_re[2017],0.285,0.152,0.037,0.533,0.003,0.002,2540.0,3911.0,1.0
year_re[2018],-0.027,0.173,-0.298,0.266,0.003,0.002,2996.0,4559.0,1.0
year_re[2019],0.428,0.162,0.164,0.695,0.003,0.002,3068.0,4200.0,1.0
year_re[2020],0.077,0.166,-0.207,0.336,0.003,0.002,2583.0,3755.0,1.0
year_re[2021],0.008,0.189,-0.313,0.307,0.003,0.002,3042.0,4495.0,1.0
year_re[2022],-0.565,0.153,-0.817,-0.319,0.003,0.002,2994.0,3808.0,1.0
year_re[2023],-0.116,0.168,-0.382,0.169,0.003,0.002,3015.0,4032.0,1.0
year_re[2024],-0.275,0.158,-0.53,-0.013,0.003,0.002,2944.0,3690.0,1.0
