,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.0,0.043,-0.069,0.072,0.001,0.001,6438.0,5399.0,1.0
beta0,0.143,0.048,0.066,0.222,0.001,0.001,2848.0,3749.0,1.0
beta1,0.009,0.041,-0.059,0.072,0.001,0.001,3035.0,3282.0,1.0
beta_coefs[0],0.143,0.048,0.066,0.222,0.001,0.001,2848.0,3749.0,1.0
beta_coefs[1],0.009,0.041,-0.059,0.072,0.001,0.001,3035.0,3282.0,1.0
beta_coefs[2],-0.066,0.043,-0.134,0.005,0.001,0.001,2915.0,4397.0,1.0
beta_coefs[3],-0.057,0.04,-0.119,0.009,0.001,0.001,4758.0,3769.0,1.0
beta_coefs[4],0.001,0.058,-0.097,0.091,0.001,0.001,3208.0,4690.0,1.0
lag_coef,-0.1,0.098,-0.263,0.06,0.001,0.001,5316.0,4752.0,1.0
rw2_innovations[0],0.058,0.102,-0.102,0.229,0.002,0.002,2743.0,2649.0,1.0
rw2_innovations[1],0.085,0.097,-0.057,0.242,0.002,0.002,3166.0,3148.0,1.0
rw2_innovations[2],0.048,0.107,-0.125,0.216,0.002,0.002,4568.0,3261.0,1.0
sigma,0.411,0.032,0.36,0.465,0.0,0.0,5406.0,4956.0,1.0
sigma_smooth,0.109,0.056,0.012,0.189,0.001,0.001,1608.0,1249.0,1.0
