,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.0,0.044,-0.071,0.075,0.001,0.001,4855.0,4679.0,1.0
beta0,0.127,0.076,0.002,0.245,0.002,0.001,1586.0,3854.0,1.0
beta1,-0.065,0.065,-0.166,0.031,0.002,0.001,1442.0,2793.0,1.0
beta_coefs[0],0.127,0.076,0.002,0.245,0.002,0.001,1586.0,3854.0,1.0
beta_coefs[1],-0.065,0.065,-0.166,0.031,0.002,0.001,1442.0,2793.0,1.0
beta_coefs[2],-0.095,0.056,-0.185,-0.011,0.001,0.001,2807.0,3683.0,1.0
beta_coefs[3],-0.025,0.07,-0.138,0.086,0.002,0.001,1974.0,4177.0,1.0
lag_coef,-0.111,0.102,-0.283,0.049,0.001,0.001,4950.0,4686.0,1.0
rw2_innovations[0],0.163,0.169,-0.069,0.428,0.005,0.004,1494.0,2259.0,1.0
rw2_innovations[1],0.1,0.142,-0.111,0.341,0.003,0.002,3237.0,3734.0,1.0
sigma,0.423,0.034,0.371,0.482,0.001,0.0,4013.0,4656.0,1.0
sigma_smooth,0.136,0.075,0.005,0.236,0.002,0.001,1128.0,1343.0,1.0
