,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.055,0.042,-0.124,0.01,0.001,0.001,5847.0,5246.0,1.0
beta0,0.083,0.055,-0.007,0.171,0.001,0.001,4552.0,5100.0,1.0
beta1,0.081,0.05,0.002,0.165,0.001,0.001,3200.0,2432.0,1.0
beta_coefs[0],0.083,0.055,-0.007,0.171,0.001,0.001,4552.0,5100.0,1.0
beta_coefs[1],0.081,0.05,0.002,0.165,0.001,0.001,3200.0,2432.0,1.0
beta_coefs[2],0.071,0.058,-0.026,0.158,0.001,0.001,2667.0,3912.0,1.0
beta_coefs[3],-0.039,0.059,-0.127,0.056,0.001,0.001,2776.0,2777.0,1.0
beta_coefs[4],-0.3,0.086,-0.444,-0.162,0.002,0.001,2467.0,3527.0,1.0
rw2_innovations[0],-0.009,0.125,-0.206,0.202,0.003,0.003,2869.0,1995.0,1.0
rw2_innovations[1],-0.099,0.115,-0.287,0.07,0.002,0.002,3339.0,3413.0,1.0
rw2_innovations[2],-0.153,0.157,-0.395,0.073,0.003,0.004,2837.0,2423.0,1.0
sigma,0.375,0.032,0.324,0.426,0.0,0.0,4527.0,3656.0,1.0
sigma_smooth,0.133,0.064,0.028,0.24,0.002,0.001,1349.0,776.0,1.0
