,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.034,0.207,-0.354,0.342,0.004,0.006,2281.0,3080.0,1.03
beta0,0.049,0.105,-0.116,0.232,0.002,0.003,2138.0,4205.0,1.04
beta1,0.001,0.069,-0.109,0.113,0.003,0.001,497.0,3656.0,1.01
beta_coefs[0],0.049,0.105,-0.116,0.232,0.002,0.003,2138.0,4205.0,1.04
beta_coefs[1],0.001,0.069,-0.109,0.113,0.003,0.001,497.0,3656.0,1.01
beta_coefs[2],-0.028,0.063,-0.135,0.06,0.004,0.001,244.0,3583.0,1.02
beta_coefs[3],-0.033,0.047,-0.112,0.043,0.001,0.001,1745.0,4399.0,1.01
beta_coefs[4],-0.024,0.097,-0.173,0.14,0.002,0.003,3587.0,3275.0,1.03
lag_coef,-0.115,0.116,-0.289,0.055,0.017,0.004,52.0,801.0,1.05
rw2_innovations[0],0.02,0.092,-0.114,0.192,0.002,0.003,3867.0,2703.0,1.06
rw2_innovations[1],0.024,0.094,-0.114,0.183,0.002,0.003,4669.0,3063.0,1.05
rw2_innovations[2],0.013,0.092,-0.128,0.162,0.001,0.003,5450.0,2844.0,1.06
sigma,0.716,0.059,0.619,0.811,0.001,0.002,5230.0,4760.0,1.05
sigma_smooth,0.073,0.062,0.001,0.161,0.007,0.001,29.0,24.0,1.09
sigma_year,0.637,0.166,0.378,0.898,0.005,0.003,1285.0,3826.0,1.02
year_raw[0],0.287,0.48,-0.459,1.123,0.009,0.013,2613.0,4721.0,1.03
year_raw[1],0.892,0.555,0.063,1.736,0.081,0.014,51.0,504.0,1.05
year_raw[2],-0.465,0.536,-1.273,0.397,0.053,0.006,109.0,4219.0,1.03
year_raw[3],1.086,0.588,0.158,1.954,0.068,0.007,76.0,3586.0,1.04
year_raw[4],-0.327,0.614,-1.206,0.751,0.042,0.008,224.0,4115.0,1.02
year_raw[5],-2.03,0.556,-2.94,-1.098,0.009,0.021,3512.0,4562.0,1.05
year_raw[6],0.09,0.52,-0.786,0.911,0.016,0.008,1032.0,4342.0,1.01
year_raw[7],0.337,0.496,-0.459,1.161,0.018,0.01,661.0,4150.0,1.01
year_re[2016],0.175,0.299,-0.315,0.675,0.006,0.009,2564.0,4885.0,1.02
year_re[2017],0.539,0.326,0.029,1.05,0.037,0.004,81.0,780.0,1.04
year_re[2018],-0.288,0.327,-0.801,0.253,0.022,0.004,240.0,4447.0,1.02
year_re[2019],0.657,0.338,0.096,1.178,0.026,0.004,176.0,4044.0,1.02
year_re[2020],-0.202,0.385,-0.797,0.465,0.015,0.006,543.0,3856.0,1.01
year_re[2022],-1.24,0.298,-1.756,-0.774,0.009,0.007,1216.0,4115.0,1.01
year_re[2023],0.055,0.323,-0.512,0.557,0.008,0.008,1724.0,4466.0,1.01
year_re[2024],0.206,0.303,-0.289,0.711,0.015,0.007,356.0,4145.0,1.01
