,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.126,-0.192,0.215,0.003,0.002,2245.0,3266.0,1.0
beta0,0.056,0.061,-0.04,0.159,0.001,0.001,4425.0,3574.0,1.0
beta1,0.039,0.034,-0.017,0.093,0.001,0.001,4283.0,3696.0,1.0
beta_coefs[0],0.056,0.061,-0.04,0.159,0.001,0.001,4425.0,3574.0,1.0
beta_coefs[1],0.039,0.034,-0.017,0.093,0.001,0.001,4283.0,3696.0,1.0
beta_coefs[2],0.02,0.042,-0.051,0.087,0.001,0.001,5384.0,3959.0,1.0
beta_coefs[3],0.003,0.04,-0.069,0.062,0.001,0.001,5850.0,3803.0,1.0
beta_coefs[4],-0.009,0.03,-0.054,0.039,0.0,0.001,7409.0,3607.0,1.0
beta_coefs[5],-0.022,0.058,-0.117,0.073,0.001,0.001,7172.0,4374.0,1.0
lag_coef,-0.138,0.096,-0.3,0.013,0.001,0.001,5190.0,5167.0,1.0
rw2_innovations[0],-0.002,0.076,-0.121,0.12,0.001,0.003,4855.0,2745.0,1.0
rw2_innovations[1],0.002,0.07,-0.108,0.115,0.001,0.002,5551.0,3386.0,1.0
rw2_innovations[2],0.005,0.071,-0.112,0.112,0.001,0.002,5595.0,3360.0,1.0
rw2_innovations[3],-0.0,0.078,-0.126,0.122,0.001,0.002,7120.0,3039.0,1.0
sigma,0.296,0.024,0.258,0.335,0.0,0.0,6147.0,5507.0,1.0
sigma_smooth,0.064,0.051,0.001,0.134,0.002,0.001,761.0,1070.0,1.0
sigma_year,0.362,0.111,0.201,0.528,0.002,0.002,2259.0,3641.0,1.0
year_raw[0],0.55,0.474,-0.238,1.309,0.009,0.006,2910.0,4710.0,1.0
year_raw[1],0.838,0.469,0.047,1.568,0.009,0.005,2942.0,4281.0,1.0
year_raw[2],-0.059,0.503,-0.866,0.772,0.009,0.006,3389.0,5252.0,1.0
year_raw[3],1.26,0.544,0.361,2.164,0.01,0.006,2774.0,4287.0,1.0
year_raw[4],0.228,0.506,-0.552,1.082,0.009,0.006,3203.0,4931.0,1.0
year_raw[5],-0.005,0.56,-0.937,0.898,0.01,0.007,3399.0,4935.0,1.0
year_raw[6],-1.673,0.562,-2.624,-0.789,0.011,0.006,2595.0,3713.0,1.0
year_raw[7],-0.349,0.489,-1.147,0.447,0.008,0.006,3422.0,4553.0,1.0
year_raw[8],-0.811,0.489,-1.55,0.04,0.009,0.006,3137.0,4554.0,1.0
year_re[2016],0.187,0.164,-0.079,0.451,0.003,0.002,3007.0,4223.0,1.0
year_re[2017],0.285,0.157,0.031,0.539,0.003,0.002,3106.0,4269.0,1.0
year_re[2018],-0.025,0.178,-0.315,0.269,0.003,0.002,3335.0,4751.0,1.0
year_re[2019],0.426,0.164,0.163,0.699,0.003,0.002,3346.0,4486.0,1.0
year_re[2020],0.076,0.176,-0.216,0.357,0.003,0.002,3145.0,4043.0,1.0
year_re[2021],0.002,0.197,-0.311,0.333,0.003,0.002,3268.0,4498.0,1.0
year_re[2022],-0.567,0.153,-0.81,-0.313,0.003,0.002,2972.0,3152.0,1.0
year_re[2023],-0.118,0.168,-0.403,0.146,0.003,0.002,3258.0,4794.0,1.0
year_re[2024],-0.276,0.164,-0.52,0.012,0.003,0.002,3279.0,4536.0,1.0
