,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.035,0.101,-0.197,0.127,0.002,0.002,1945.0,3012.0,1.0
beta0,0.093,0.035,0.036,0.147,0.001,0.0,3681.0,3482.0,1.0
beta1,0.041,0.028,-0.006,0.082,0.001,0.001,3189.0,2450.0,1.0
beta_coefs[0],0.093,0.035,0.036,0.147,0.001,0.0,3681.0,3482.0,1.0
beta_coefs[1],0.041,0.028,-0.006,0.082,0.001,0.001,3189.0,2450.0,1.0
beta_coefs[2],0.002,0.03,-0.049,0.046,0.0,0.001,4363.0,3062.0,1.0
beta_coefs[3],-0.022,0.028,-0.066,0.018,0.0,0.001,4049.0,2868.0,1.0
beta_coefs[4],-0.058,0.041,-0.124,0.01,0.001,0.001,6006.0,5467.0,1.0
lag_coef,-0.101,0.076,-0.226,0.024,0.001,0.001,5369.0,4135.0,1.0
rw2_innovations[0],0.012,0.068,-0.083,0.131,0.001,0.002,3196.0,2531.0,1.0
rw2_innovations[1],0.015,0.066,-0.081,0.12,0.001,0.002,4078.0,2503.0,1.0
rw2_innovations[2],-0.012,0.076,-0.127,0.101,0.001,0.003,4158.0,2465.0,1.0
sigma,0.288,0.018,0.259,0.317,0.0,0.0,5529.0,4977.0,1.0
sigma_smooth,0.063,0.051,0.001,0.132,0.001,0.001,825.0,1069.0,1.0
sigma_year,0.271,0.094,0.137,0.403,0.002,0.002,2178.0,4056.0,1.0
year_raw[0],0.614,0.473,-0.162,1.385,0.01,0.006,2127.0,3037.0,1.0
year_raw[1],0.888,0.497,0.044,1.672,0.011,0.006,2216.0,3010.0,1.0
year_raw[2],0.085,0.482,-0.745,0.824,0.009,0.005,2780.0,3272.0,1.0
year_raw[3],0.269,0.497,-0.576,1.032,0.01,0.006,2654.0,4333.0,1.0
year_raw[4],0.46,0.476,-0.293,1.256,0.01,0.006,2418.0,3939.0,1.0
year_raw[5],-1.82,0.633,-2.841,-0.801,0.012,0.007,2630.0,4059.0,1.0
year_raw[6],0.129,0.487,-0.658,0.925,0.009,0.006,2780.0,4245.0,1.0
year_raw[7],-0.702,0.501,-1.491,0.13,0.009,0.006,2987.0,4537.0,1.0
year_re[2016],0.153,0.119,-0.041,0.343,0.002,0.002,2440.0,4313.0,1.0
year_re[2017],0.221,0.12,0.024,0.407,0.002,0.002,2553.0,3898.0,1.0
year_re[2018],0.017,0.126,-0.185,0.229,0.002,0.002,2690.0,4125.0,1.0
year_re[2020],0.068,0.13,-0.14,0.276,0.003,0.002,2584.0,3845.0,1.0
year_re[2021],0.115,0.123,-0.089,0.31,0.003,0.002,2357.0,4195.0,1.0
year_re[2022],-0.453,0.121,-0.657,-0.267,0.002,0.002,2503.0,3829.0,1.0
year_re[2023],0.03,0.128,-0.17,0.246,0.002,0.002,2761.0,3840.0,1.0
year_re[2024],-0.178,0.129,-0.388,0.028,0.002,0.002,2706.0,4476.0,1.0
