,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.024,0.033,-0.081,0.026,0.0,0.0,4473.0,4762.0,1.0
beta0,0.124,0.041,0.06,0.191,0.001,0.001,1690.0,3159.0,1.0
beta1,0.037,0.033,-0.014,0.086,0.001,0.001,2241.0,1873.0,1.0
beta_coefs[0],0.124,0.041,0.06,0.191,0.001,0.001,1690.0,3159.0,1.0
beta_coefs[1],0.037,0.033,-0.014,0.086,0.001,0.001,2241.0,1873.0,1.0
beta_coefs[2],-0.016,0.034,-0.072,0.034,0.001,0.001,2506.0,2563.0,1.0
beta_coefs[3],-0.041,0.033,-0.094,0.008,0.001,0.001,3901.0,2008.0,1.0
beta_coefs[4],-0.071,0.041,-0.137,-0.004,0.001,0.001,3552.0,4187.0,1.0
rw2_innovations[0],0.033,0.085,-0.084,0.172,0.002,0.003,2186.0,2001.0,1.0
rw2_innovations[1],0.028,0.073,-0.082,0.144,0.001,0.002,3458.0,1914.0,1.0
rw2_innovations[2],-0.004,0.087,-0.142,0.134,0.002,0.003,3940.0,1808.0,1.0
sigma,0.396,0.024,0.357,0.436,0.0,0.0,3973.0,4267.0,1.0
sigma_smooth,0.072,0.056,0.001,0.151,0.002,0.001,627.0,405.0,1.01
