cohort,predictor,held_out_year,stem,delta_median,delta_q_lo,delta_q_hi,prob_delta_gt_0
arbequina,wd_state,full,numpyro_main_arbequina_wd_state_irrigated_full,-0.00032781471422734486,-0.001541940475568507,0.0012654056957604476,0.350875
