,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.0,0.043,-0.068,0.072,0.001,0.001,5069.0,5170.0,1.0
beta0,0.073,0.044,0.006,0.148,0.001,0.001,3807.0,2595.0,1.0
beta1,0.061,0.031,0.014,0.108,0.001,0.001,2409.0,2159.0,1.0
beta_coefs[0],0.073,0.044,0.006,0.148,0.001,0.001,3807.0,2595.0,1.0
beta_coefs[1],0.061,0.031,0.014,0.108,0.001,0.001,2409.0,2159.0,1.0
beta_coefs[2],0.028,0.032,-0.026,0.076,0.001,0.001,4410.0,2900.0,1.0
beta_coefs[3],-0.011,0.03,-0.06,0.034,0.001,0.001,3378.0,4112.0,1.0
beta_coefs[4],-0.035,0.032,-0.087,0.013,0.001,0.001,1784.0,3357.0,1.0
beta_coefs[5],-0.038,0.032,-0.091,0.011,0.001,0.001,3541.0,2788.0,1.0
beta_coefs[6],-0.023,0.029,-0.067,0.023,0.0,0.001,5535.0,3338.0,1.0
beta_coefs[7],0.0,0.052,-0.077,0.088,0.001,0.001,1817.0,4095.0,1.0
lag_coef,-0.09,0.101,-0.257,0.074,0.001,0.001,4640.0,4768.0,1.0
rw2_innovations[0],-0.021,0.072,-0.142,0.08,0.001,0.002,3251.0,2014.0,1.0
rw2_innovations[1],-0.005,0.057,-0.1,0.086,0.001,0.002,4962.0,1977.0,1.01
rw2_innovations[2],0.015,0.057,-0.071,0.107,0.001,0.002,4942.0,2361.0,1.01
rw2_innovations[3],0.02,0.058,-0.059,0.118,0.001,0.002,4659.0,2446.0,1.0
rw2_innovations[4],0.018,0.06,-0.072,0.114,0.001,0.002,4584.0,2682.0,1.0
rw2_innovations[5],0.008,0.067,-0.089,0.125,0.001,0.002,6170.0,2645.0,1.01
sigma,0.414,0.032,0.359,0.464,0.0,0.0,4549.0,4127.0,1.0
sigma_smooth,0.057,0.045,0.001,0.118,0.002,0.001,425.0,442.0,1.01
