,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.019,0.033,-0.074,0.035,0.0,0.0,4878.0,4431.0,1.0
beta0,0.139,0.045,0.066,0.211,0.001,0.001,1900.0,3505.0,1.0
beta1,0.032,0.036,-0.028,0.084,0.001,0.001,2254.0,2651.0,1.0
beta_coefs[0],0.139,0.045,0.066,0.211,0.001,0.001,1900.0,3505.0,1.0
beta_coefs[1],0.032,0.036,-0.028,0.084,0.001,0.001,2254.0,2651.0,1.0
beta_coefs[2],-0.031,0.04,-0.099,0.026,0.001,0.001,2162.0,3822.0,1.0
beta_coefs[3],-0.048,0.034,-0.103,0.007,0.001,0.001,4376.0,2507.0,1.0
beta_coefs[4],-0.06,0.049,-0.136,0.022,0.001,0.001,3328.0,4492.0,1.0
rw2_innovations[0],0.043,0.092,-0.092,0.195,0.002,0.002,2403.0,2496.0,1.0
rw2_innovations[1],0.046,0.082,-0.068,0.181,0.002,0.002,3119.0,2980.0,1.0
rw2_innovations[2],0.006,0.091,-0.139,0.157,0.002,0.003,4363.0,2456.0,1.0
sigma,0.399,0.024,0.359,0.44,0.0,0.0,4481.0,4410.0,1.0
sigma_smooth,0.083,0.057,0.002,0.161,0.002,0.001,849.0,953.0,1.0
