cohort,predictor,held_out_year,stem,delta_median,delta_q_lo,delta_q_hi,prob_delta_gt_0
all_olive,wd_state,2016,numpyro_main_all_olive_wd_state_excl2016,1.1421783658467111e-05,-6.548996858086912e-05,0.00010902917143042507,0.595625
all_olive,wd_state,2017,numpyro_main_all_olive_wd_state_excl2017,1.5153935439129368e-05,-5.643920454604247e-05,0.00010773360287625472,0.636375
all_olive,wd_state,2018,numpyro_main_all_olive_wd_state_excl2018,4.671645650104564e-05,-2.3162503035693825e-05,0.0001296351689039858,0.861125
all_olive,wd_state,2019,numpyro_main_all_olive_wd_state_excl2019,1.5856682714446115e-05,-5.7295459975120946e-05,0.00010776874096018073,0.644
all_olive,wd_state,2020,numpyro_main_all_olive_wd_state_excl2020,4.840938122662644e-05,-2.5807660239094935e-05,0.00014091744662593383,0.86475
all_olive,wd_state,2021,numpyro_main_all_olive_wd_state_excl2021,2.082807632133596e-05,-5.649913668209811e-05,0.00012219229682372063,0.671
all_olive,wd_state,2022,numpyro_main_all_olive_wd_state_excl2022,1.2856874128536526e-05,-5.9669384568805824e-05,0.00010870998210813479,0.60925
all_olive,wd_state,2023,numpyro_main_all_olive_wd_state_excl2023,5.000191285861653e-06,-6.380126738717892e-05,6.943695171148271e-05,0.554875
all_olive,wd_state,2024,numpyro_main_all_olive_wd_state_excl2024,6.458799856101833e-05,-6.263524331534848e-06,0.00016043526103145514,0.934875
