,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.043,-0.072,0.07,0.001,0.001,4738.0,4318.0,1.0
beta0,0.063,0.053,-0.016,0.153,0.001,0.002,3454.0,1849.0,1.0
beta1,0.058,0.03,0.016,0.104,0.001,0.001,2657.0,2006.0,1.0
beta_coefs[0],0.063,0.053,-0.016,0.153,0.001,0.002,3454.0,1849.0,1.0
beta_coefs[1],0.058,0.03,0.016,0.104,0.001,0.001,2657.0,2006.0,1.0
beta_coefs[2],0.039,0.037,-0.014,0.102,0.001,0.001,2938.0,1921.0,1.0
beta_coefs[3],0.009,0.032,-0.044,0.061,0.0,0.001,5601.0,3629.0,1.0
beta_coefs[4],-0.018,0.032,-0.071,0.03,0.001,0.001,2701.0,2767.0,1.0
beta_coefs[5],-0.032,0.034,-0.088,0.016,0.001,0.001,2850.0,2285.0,1.0
beta_coefs[6],-0.03,0.027,-0.074,0.012,0.0,0.001,7580.0,3090.0,1.0
beta_coefs[7],-0.02,0.052,-0.095,0.069,0.001,0.001,2368.0,3260.0,1.0
lag_coef,-0.074,0.1,-0.252,0.077,0.002,0.001,4446.0,4742.0,1.0
rw2_innovations[0],-0.015,0.069,-0.117,0.085,0.001,0.003,3595.0,1550.0,1.01
rw2_innovations[1],-0.011,0.059,-0.114,0.072,0.001,0.002,4196.0,1939.0,1.01
rw2_innovations[2],0.004,0.054,-0.08,0.09,0.001,0.002,5286.0,2164.0,1.01
rw2_innovations[3],0.013,0.055,-0.065,0.11,0.001,0.002,4947.0,2196.0,1.0
rw2_innovations[4],0.016,0.058,-0.068,0.116,0.001,0.002,4696.0,2251.0,1.01
rw2_innovations[5],0.008,0.063,-0.081,0.112,0.001,0.002,7010.0,2575.0,1.01
sigma,0.415,0.032,0.362,0.466,0.001,0.0,3891.0,4186.0,1.0
sigma_smooth,0.05,0.045,0.001,0.113,0.002,0.001,395.0,494.0,1.01
