,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.004,0.124,-0.203,0.201,0.003,0.002,1635.0,2374.0,1.0
beta0,0.085,0.06,-0.014,0.185,0.001,0.001,3856.0,4037.0,1.0
beta1,0.039,0.043,-0.029,0.107,0.001,0.001,3209.0,3000.0,1.0
beta_coefs[0],0.085,0.06,-0.014,0.185,0.001,0.001,3856.0,4037.0,1.0
beta_coefs[1],0.039,0.043,-0.029,0.107,0.001,0.001,3209.0,3000.0,1.0
beta_coefs[2],-0.004,0.039,-0.069,0.058,0.001,0.001,4557.0,3137.0,1.0
beta_coefs[3],-0.039,0.049,-0.115,0.043,0.001,0.001,5120.0,4505.0,1.0
lag_coef,-0.138,0.095,-0.29,0.018,0.001,0.001,5422.0,5647.0,1.0
rw2_innovations[0],0.004,0.098,-0.156,0.157,0.002,0.003,3305.0,2517.0,1.0
rw2_innovations[1],0.007,0.097,-0.151,0.163,0.002,0.003,4653.0,2669.0,1.0
sigma,0.296,0.024,0.257,0.336,0.0,0.0,5637.0,5466.0,1.0
sigma_smooth,0.08,0.06,0.002,0.163,0.002,0.001,946.0,734.0,1.0
sigma_year,0.355,0.104,0.206,0.512,0.002,0.002,1892.0,3539.0,1.0
year_raw[0],0.545,0.47,-0.251,1.298,0.01,0.006,2122.0,3675.0,1.0
year_raw[1],0.834,0.47,0.088,1.622,0.01,0.006,2029.0,3238.0,1.0
year_raw[2],-0.096,0.497,-0.931,0.721,0.009,0.006,2997.0,4591.0,1.0
year_raw[3],1.291,0.546,0.396,2.184,0.011,0.007,2344.0,3415.0,1.0
year_raw[4],0.195,0.463,-0.574,0.927,0.009,0.006,2612.0,4471.0,1.0
year_raw[5],-0.0,0.54,-0.89,0.872,0.011,0.006,2536.0,4406.0,1.0
year_raw[6],-1.704,0.56,-2.596,-0.781,0.012,0.007,1996.0,3704.0,1.0
year_raw[7],-0.336,0.486,-1.154,0.451,0.009,0.006,2885.0,4476.0,1.0
year_raw[8],-0.825,0.467,-1.592,-0.05,0.009,0.006,2502.0,3860.0,1.0
year_re[2016],0.183,0.161,-0.096,0.438,0.004,0.002,2054.0,3323.0,1.0
year_re[2017],0.278,0.153,0.024,0.524,0.003,0.002,2070.0,3298.0,1.0
year_re[2018],-0.037,0.174,-0.311,0.258,0.003,0.002,2829.0,3991.0,1.0
year_re[2019],0.429,0.161,0.172,0.697,0.003,0.002,2225.0,3390.0,1.0
year_re[2020],0.064,0.161,-0.18,0.341,0.003,0.002,2326.0,3783.0,1.0
year_re[2021],0.005,0.186,-0.279,0.328,0.004,0.002,2532.0,4000.0,1.0
year_re[2022],-0.569,0.153,-0.81,-0.317,0.003,0.002,1988.0,3574.0,1.0
year_re[2023],-0.112,0.167,-0.407,0.14,0.003,0.002,2737.0,3361.0,1.0
year_re[2024],-0.278,0.157,-0.531,-0.023,0.003,0.002,2398.0,3261.0,1.0
