,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.006,0.047,-0.071,0.086,0.001,0.001,5118.0,4695.0,1.0
beta0,-0.114,0.046,-0.193,-0.039,0.001,0.001,2482.0,1237.0,1.0
beta1,-0.04,0.049,-0.119,0.035,0.001,0.001,2209.0,2158.0,1.0
beta_coefs[0],-0.114,0.046,-0.193,-0.039,0.001,0.001,2482.0,1237.0,1.0
beta_coefs[1],-0.04,0.049,-0.119,0.035,0.001,0.001,2209.0,2158.0,1.0
beta_coefs[2],-0.01,0.036,-0.069,0.049,0.001,0.001,4887.0,3526.0,1.0
beta_coefs[3],0.024,0.041,-0.04,0.086,0.001,0.001,2468.0,2120.0,1.0
beta_coefs[4],0.077,0.059,-0.017,0.173,0.001,0.001,5961.0,5100.0,1.0
rw2_innovations[0],-0.044,0.097,-0.192,0.092,0.003,0.004,2144.0,1779.0,1.0
rw2_innovations[1],0.004,0.074,-0.114,0.117,0.001,0.003,3870.0,2086.0,1.0
rw2_innovations[2],0.02,0.087,-0.114,0.158,0.002,0.003,3392.0,1941.0,1.0
sigma,0.435,0.036,0.378,0.493,0.001,0.0,4792.0,4901.0,1.0
sigma_smooth,0.074,0.058,0.002,0.157,0.002,0.001,557.0,451.0,1.0
