,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.023,0.034,-0.035,0.076,0.0,0.0,4636.0,4086.0,1.0
beta0,-0.092,0.034,-0.147,-0.036,0.001,0.0,3955.0,4554.0,1.0
beta1,-0.036,0.047,-0.106,0.033,0.001,0.002,1672.0,1573.0,1.0
beta_coefs[0],-0.092,0.034,-0.147,-0.036,0.001,0.0,3955.0,4554.0,1.0
beta_coefs[1],-0.036,0.047,-0.106,0.033,0.001,0.002,1672.0,1573.0,1.0
beta_coefs[2],-0.033,0.033,-0.084,0.019,0.001,0.001,3462.0,1957.0,1.0
beta_coefs[3],0.001,0.042,-0.068,0.061,0.001,0.001,2013.0,1978.0,1.0
beta_coefs[4],0.082,0.042,0.014,0.151,0.001,0.0,5462.0,4659.0,1.0
rw2_innovations[0],-0.053,0.111,-0.215,0.094,0.003,0.005,1577.0,1465.0,1.0
rw2_innovations[1],0.03,0.079,-0.087,0.151,0.002,0.003,3085.0,1696.0,1.0
rw2_innovations[2],0.046,0.093,-0.09,0.19,0.002,0.003,2536.0,2318.0,1.0
sigma,0.414,0.025,0.375,0.458,0.0,0.0,3993.0,4102.0,1.0
sigma_smooth,0.078,0.063,0.002,0.168,0.002,0.001,870.0,1389.0,1.0
