,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.045,0.033,-0.009,0.099,0.001,0.0,4212.0,2219.0,1.0
beta0,-0.071,0.039,-0.135,-0.007,0.001,0.0,2832.0,3978.0,1.0
beta1,0.056,0.095,-0.07,0.209,0.003,0.001,1149.0,2715.0,1.0
beta_coefs[0],-0.071,0.039,-0.135,-0.007,0.001,0.0,2832.0,3978.0,1.0
beta_coefs[1],0.056,0.095,-0.07,0.209,0.003,0.001,1149.0,2715.0,1.0
beta_coefs[2],-0.031,0.046,-0.105,0.042,0.001,0.001,3517.0,2930.0,1.0
beta_coefs[3],-0.061,0.077,-0.184,0.04,0.002,0.001,1287.0,2557.0,1.0
beta_coefs[4],0.035,0.048,-0.04,0.116,0.001,0.001,8820.0,5813.0,1.0
rw2_innovations[0],-0.215,0.228,-0.587,0.041,0.007,0.004,1100.0,2385.0,1.0
rw2_innovations[1],0.058,0.13,-0.117,0.284,0.003,0.004,3040.0,2521.0,1.0
rw2_innovations[2],0.125,0.162,-0.067,0.415,0.004,0.003,1683.0,2368.0,1.0
sigma,0.395,0.025,0.352,0.434,0.0,0.0,3244.0,3823.0,1.0
sigma_smooth,0.135,0.091,0.002,0.264,0.003,0.001,731.0,723.0,1.0
