,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.061,0.165,-0.218,0.323,0.003,0.002,2901.0,3441.0,1.0
beta0,-0.019,0.084,-0.158,0.115,0.002,0.001,2992.0,4442.0,1.0
beta1,0.003,0.061,-0.094,0.103,0.001,0.001,3004.0,3656.0,1.0
beta_coefs[0],-0.019,0.084,-0.158,0.115,0.002,0.001,2992.0,4442.0,1.0
beta_coefs[1],0.003,0.061,-0.094,0.103,0.001,0.001,3004.0,3656.0,1.0
beta_coefs[2],0.023,0.062,-0.081,0.121,0.001,0.001,4554.0,5240.0,1.0
beta_coefs[3],0.047,0.073,-0.067,0.168,0.001,0.001,5752.0,5301.0,1.0
beta_coefs[4],0.086,0.111,-0.092,0.271,0.002,0.001,5141.0,5560.0,1.0
lag_coef,-0.419,0.28,-0.855,0.05,0.005,0.003,2736.0,5083.0,1.0
rw2_innovations[0],-0.003,0.084,-0.146,0.122,0.001,0.003,4569.0,2859.0,1.0
rw2_innovations[1],0.004,0.076,-0.116,0.128,0.001,0.002,5119.0,3358.0,1.0
rw2_innovations[2],0.015,0.086,-0.114,0.153,0.001,0.003,5646.0,2833.0,1.0
sigma,0.236,0.085,0.12,0.351,0.002,0.002,1278.0,1954.0,1.0
sigma_smooth,0.072,0.054,0.002,0.147,0.001,0.001,1136.0,1475.0,1.0
sigma_year,0.449,0.172,0.19,0.74,0.004,0.002,1571.0,1726.0,1.0
year_raw[0],-0.053,0.682,-1.122,1.113,0.01,0.009,4288.0,4703.0,1.0
year_raw[1],0.025,0.548,-0.855,0.921,0.009,0.01,3749.0,4891.0,1.0
year_raw[2],-1.061,0.708,-2.279,0.019,0.011,0.008,4071.0,4209.0,1.0
year_raw[3],-0.038,0.626,-1.07,0.963,0.01,0.009,3896.0,4578.0,1.0
year_raw[4],0.867,0.753,-0.409,2.093,0.013,0.01,3532.0,4020.0,1.0
year_raw[5],0.372,0.802,-0.94,1.698,0.012,0.01,4474.0,4411.0,1.0
year_raw[6],1.011,0.679,-0.046,2.157,0.012,0.01,3575.0,3755.0,1.0
year_raw[7],-1.049,0.725,-2.208,0.148,0.013,0.011,2938.0,3987.0,1.0
year_re[2016],-0.014,0.297,-0.5,0.472,0.005,0.004,4171.0,4594.0,1.0
year_re[2017],0.007,0.229,-0.387,0.369,0.004,0.003,3639.0,4646.0,1.0
year_re[2018],-0.441,0.29,-0.909,0.027,0.005,0.003,3178.0,4953.0,1.0
year_re[2019],-0.02,0.27,-0.461,0.433,0.005,0.004,3309.0,4050.0,1.0
year_re[2020],0.381,0.337,-0.156,0.931,0.006,0.005,2691.0,4154.0,1.0
year_re[2021],0.138,0.344,-0.424,0.694,0.005,0.004,4866.0,5257.0,1.0
year_re[2023],0.45,0.313,-0.069,0.941,0.006,0.004,2358.0,4128.0,1.0
year_re[2024],-0.47,0.334,-1.01,0.065,0.007,0.004,2071.0,4545.0,1.0
