cohort,comarca,year,row_idx,yield_tha,lag_yield,year_str,year_code
arbequina,Tarragonès,2021,257,0.3494444444444444,0.0274444444444446,2021,4
arbequina,Tarragonès,2022,258,-1.1965555555555554,0.1744444444444444,2022,5
arbequina,Tarragonès,2023,259,0.6474444444444445,-1.3715555555555554,2023,6
arbequina,Tarragonès,2024,260,-0.6675555555555555,0.4724444444444444,2024,7
arbequina,Urgell,2016,261,0.1495555555555555,0.0895555555555556,2016,0
arbequina,Urgell,2017,262,0.1695555555555555,0.1195555555555555,2017,1
arbequina,Urgell,2018,263,0.0395555555555555,0.1395555555555555,2018,2
arbequina,Urgell,2020,265,0.1295555555555556,0.0295555555555555,2020,3
arbequina,Urgell,2021,266,0.1295555555555556,0.0995555555555556,2021,4
arbequina,Urgell,2022,267,-0.4284444444444444,0.0995555555555556,2022,5
arbequina,Urgell,2023,268,-0.0984444444444444,-0.4584444444444444,2023,6
arbequina,Urgell,2024,269,-0.1504444444444443,-0.1284444444444444,2024,7
