stem,cohort,predictor,include_year_re,window_shift_gdd,n_draws,beta_pre_median,beta_pre_q_lo,beta_pre_q_hi,beta_flowering_median,beta_flowering_q_lo,beta_flowering_q_hi,beta_pit_median,beta_pit_q_lo,beta_pit_q_hi,delta_pit_minus_flower_median,delta_pit_minus_flower_q_lo,delta_pit_minus_flower_q_hi,prob_delta_pit_minus_flower_gt_0,delta_flower_minus_pre_median,delta_flower_minus_pre_q_lo,delta_flower_minus_pre_q_hi,prob_delta_flower_minus_pre_gt_0
numpyro_main_arbequina_wd_state,arbequina,wd_state,True,0,400,-0.00016410224729320648,-0.0003898260714149263,7.988222415389235e-05,-6.045138918851778e-05,-0.00019129999777264006,8.193804168353778e-05,4.607126537212015e-05,-8.201966752902824e-05,0.0002138263258166164,0.0001065047948727017,-3.1645278247258424e-05,0.00026355265929974144,0.8975,0.00010134547182429995,-5.3246063016588446e-05,0.00026408290823563867,0.855
