,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.002,0.128,-0.209,0.207,0.003,0.002,2420.0,3430.0,1.0
beta0,0.071,0.06,-0.024,0.174,0.001,0.001,3732.0,4530.0,1.0
beta1,0.029,0.041,-0.038,0.094,0.001,0.001,3671.0,3983.0,1.0
beta_coefs[0],0.071,0.06,-0.024,0.174,0.001,0.001,3732.0,4530.0,1.0
beta_coefs[1],0.029,0.041,-0.038,0.094,0.001,0.001,3671.0,3983.0,1.0
beta_coefs[2],0.001,0.034,-0.058,0.052,0.0,0.001,5061.0,4198.0,1.0
beta_coefs[3],-0.015,0.031,-0.069,0.029,0.0,0.001,4946.0,3988.0,1.0
beta_coefs[4],-0.041,0.062,-0.143,0.056,0.001,0.001,6143.0,5446.0,1.0
lag_coef,-0.151,0.098,-0.31,0.01,0.002,0.001,3968.0,1994.0,1.0
rw2_innovations[0],0.014,0.077,-0.115,0.138,0.001,0.002,4073.0,2512.0,1.0
rw2_innovations[1],0.012,0.069,-0.091,0.132,0.001,0.002,4787.0,3369.0,1.01
rw2_innovations[2],-0.01,0.079,-0.142,0.106,0.001,0.002,5018.0,3416.0,1.01
sigma,0.297,0.024,0.255,0.335,0.0,0.0,6046.0,4866.0,1.0
sigma_smooth,0.068,0.052,0.001,0.141,0.001,0.001,885.0,754.0,1.01
sigma_year,0.383,0.11,0.204,0.534,0.002,0.002,2445.0,3842.0,1.0
year_raw[0],0.712,0.454,-0.056,1.437,0.008,0.005,3207.0,4626.0,1.0
year_raw[1],0.706,0.456,-0.053,1.444,0.009,0.006,2891.0,3371.0,1.0
year_raw[2],-0.34,0.465,-1.098,0.418,0.008,0.005,3670.0,4823.0,1.0
year_raw[3],1.364,0.584,0.425,2.291,0.01,0.007,3193.0,4532.0,1.0
year_raw[4],-0.079,0.57,-1.002,0.875,0.01,0.007,3287.0,4716.0,1.0
year_raw[5],0.296,0.483,-0.491,1.093,0.009,0.007,2786.0,3936.0,1.0
year_raw[6],-1.596,0.559,-2.517,-0.677,0.01,0.006,3014.0,4032.0,1.0
year_raw[7],-0.354,0.497,-1.12,0.517,0.008,0.006,3517.0,4747.0,1.0
year_raw[8],-0.674,0.521,-1.524,0.169,0.009,0.006,3590.0,4522.0,1.0
year_re[2016],0.257,0.162,-0.021,0.511,0.003,0.002,3226.0,4663.0,1.0
year_re[2017],0.255,0.164,0.001,0.542,0.003,0.002,3120.0,4203.0,1.0
year_re[2018],-0.125,0.172,-0.398,0.164,0.003,0.002,3647.0,5121.0,1.0
year_re[2019],0.491,0.185,0.185,0.784,0.003,0.002,3450.0,4876.0,1.0
year_re[2020],-0.03,0.212,-0.372,0.327,0.004,0.003,3197.0,4405.0,1.0
year_re[2021],0.109,0.178,-0.184,0.397,0.003,0.002,2890.0,4192.0,1.0
year_re[2022],-0.575,0.166,-0.848,-0.309,0.003,0.002,3304.0,4507.0,1.0
year_re[2023],-0.127,0.181,-0.436,0.153,0.003,0.002,3538.0,4883.0,1.0
year_re[2024],-0.242,0.185,-0.546,0.059,0.003,0.002,3731.0,5304.0,1.0
