cohort,comarca,year,row_idx,yield_tha,lag_yield,wd_S_pre_mean,wd_S5_mean,wd_S6_mean,wd_S7_mean,wd_S8_mean
all_olive,Priorat,2019,120,0.640888888888889,-0.2693333333333334,-1.4291763912947595,-2.8936485611782663,-3.8460681234353347,-2.757141906570979,-0.7704074521482526
all_olive,Priorat,2020,121,0.0308888888888888,0.5206666666666666,0.43828359327143496,1.1061274963037213,-3.3913137734202405,-4.041662116064417,-0.10733389254615071
all_olive,Priorat,2021,122,0.313888888888889,-0.0893333333333334,0.019128061196998586,-2.1956016345700227,-4.42517527604387,-2.5999307081512324,0.6451563798999856
all_olive,Priorat,2022,123,-0.6561111111111111,0.1936666666666666,-0.8950228510476962,-0.5911470456929199,-4.879996470157944,-2.7876297235538177,-1.1458593898319773
all_olive,Priorat,2023,124,-0.350111111111111,-0.7763333333333333,-0.8128652202551355,-4.087345125348265,-1.5254302532279065,-3.7410218480102233,-1.6062389003512048
all_olive,Priorat,2024,125,-0.657111111111111,-0.4703333333333334,-0.4810411801797823,-2.6678439988592526,-4.184473824128507,-2.2466622627877384,4.4543066693336835
all_olive,Ribera d'Ebre,2016,126,0.4441111111111111,-0.037,-0.7874539089042477,-1.5140594027793484,-5.612671043351293,-3.8632653434517987,0.8505407827526178
all_olive,Ribera d'Ebre,2017,127,0.419111111111111,0.377,-0.05061029865813095,-2.5122236363383244,-4.81880975504767,-4.297799020967618,-1.6939264622764016
all_olive,Ribera d'Ebre,2018,128,-0.1538888888888889,0.3519999999999998,-0.030930854664961826,-1.5618896697725313,-2.087524388494844,-2.887740076663155,2.624141151741223
all_olive,Ribera d'Ebre,2019,129,0.239111111111111,-0.221,-1.6061129181287899,-3.1130902719443667,-4.260866932274432,-3.268045660522248,-0.9385897412478011
all_olive,Ribera d'Ebre,2020,130,0.1741111111111111,0.1719999999999999,0.557843447844657,1.2526054775306603,-3.332649175716298,-4.479873355558297,-0.00011237898879513335
all_olive,Ribera d'Ebre,2021,131,0.1841111111111111,0.1069999999999999,-0.02883406646055002,-2.358423203412595,-4.561182609527391,-2.9113724580955385,0.3162665822904328
all_olive,Ribera d'Ebre,2022,132,-0.5238888888888888,0.1169999999999999,-1.114886338378432,-0.1401319073866617,-5.418292294503474,-3.0867219682922262,-1.1679073992299338
all_olive,Ribera d'Ebre,2023,133,-0.2088888888888889,-0.591,-0.9923613090218014,-4.4591961716220325,-1.3052921805530786,-3.9972320744776217,-1.7277680387131265
all_olive,Ribera d'Ebre,2024,134,-0.5738888888888889,-0.276,-0.5285167199797492,-3.130833769495141,-4.455034561766958,-2.711697777074312,4.88660833305128
all_olive,Segarra,2016,135,0.1646666666666667,0.1043333333333333,-0.5368788971161945,-0.5363701693682776,-4.813998271820563,-2.7909805658593707,1.9894768761485697
all_olive,Segarra,2017,136,0.2146666666666666,0.1343333333333334,0.2166709082233187,-1.630563304220538,-4.678983570783148,-3.2382793251615536,-1.248473458916008
all_olive,Segarra,2018,137,0.1046666666666666,0.1843333333333333,1.3787377157156735,0.2136412070813908,0.18969713298692575,-1.3126171451518593,4.7434942724833675
all_olive,Segarra,2019,138,0.1146666666666667,0.0743333333333333,-0.9635774698516525,-2.3957786241184866,-3.795510465024957,-2.118971676159999,-0.26271477403000937
all_olive,Segarra,2020,139,0.1846666666666666,0.0843333333333333,0.18238703679462406,0.9597212475528368,-1.1681547892176443,-2.510012710145041,0.8932089523175756
all_olive,Segarra,2021,140,0.0746666666666666,0.1543333333333333,0.4214728323127694,-1.469021070597209,-3.8795205367758636,-2.6358344546934775,0.9776139727660588
all_olive,Segarra,2022,141,-0.4293333333333333,0.0443333333333333,-0.2993514930307632,-1.3031784975669576,-4.741296511722935,-1.9165772583723273,-0.8891735492303731
all_olive,Segarra,2023,142,-0.2903333333333333,-0.4596666666666666,-0.531860196015598,-3.7697459160694677,-0.19958405429645204,-2.9622904060250788,-1.2586378843730521
all_olive,Segarra,2024,143,-0.1383333333333333,-0.3206666666666666,-0.12215762096857999,-0.7983946450190562,-2.5723537304335173,-1.70410227454128,1.4006661593928815
all_olive,Segrià,2016,144,0.0043333333333333,-0.0206666666666667,-0.4190670305725292,-1.4435516801582817,-5.811195947030293,-4.252667961139528,1.214384080472103
