,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.043,-0.069,0.074,0.001,0.001,5483.0,3724.0,1.0
beta0,0.139,0.048,0.063,0.22,0.001,0.001,2712.0,3954.0,1.0
beta1,0.009,0.045,-0.066,0.077,0.001,0.001,2118.0,2460.0,1.0
beta_coefs[0],0.139,0.048,0.063,0.22,0.001,0.001,2712.0,3954.0,1.0
beta_coefs[1],0.009,0.045,-0.066,0.077,0.001,0.001,2118.0,2460.0,1.0
beta_coefs[2],-0.061,0.042,-0.129,0.003,0.001,0.001,3456.0,3460.0,1.0
beta_coefs[3],-0.08,0.057,-0.177,0.007,0.001,0.001,2888.0,4116.0,1.0
lag_coef,-0.112,0.096,-0.266,0.048,0.002,0.002,4097.0,3037.0,1.0
rw2_innovations[0],0.06,0.109,-0.107,0.238,0.003,0.003,2065.0,2525.0,1.0
rw2_innovations[1],0.052,0.111,-0.104,0.244,0.002,0.003,3551.0,3363.0,1.0
sigma,0.414,0.033,0.359,0.465,0.0,0.0,5293.0,4685.0,1.0
sigma_smooth,0.097,0.064,0.003,0.185,0.002,0.001,1412.0,1641.0,1.0
