,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.0,0.128,-0.211,0.204,0.003,0.002,1628.0,2898.0,1.0
beta0,0.084,0.063,-0.02,0.187,0.001,0.001,3715.0,4852.0,1.0
beta1,0.022,0.044,-0.049,0.093,0.001,0.001,3302.0,2598.0,1.0
beta_coefs[0],0.084,0.063,-0.02,0.187,0.001,0.001,3715.0,4852.0,1.0
beta_coefs[1],0.022,0.044,-0.049,0.093,0.001,0.001,3302.0,2598.0,1.0
beta_coefs[2],-0.018,0.037,-0.078,0.04,0.001,0.001,5378.0,3786.0,1.0
beta_coefs[3],-0.044,0.058,-0.138,0.053,0.001,0.001,4474.0,4692.0,1.0
lag_coef,-0.149,0.095,-0.309,0.001,0.001,0.001,5667.0,5387.0,1.0
rw2_innovations[0],0.022,0.094,-0.114,0.185,0.002,0.003,3344.0,2336.0,1.01
rw2_innovations[1],0.014,0.094,-0.133,0.17,0.001,0.002,5202.0,3596.0,1.0
sigma,0.296,0.024,0.256,0.336,0.0,0.0,5929.0,5131.0,1.0
sigma_smooth,0.08,0.058,0.002,0.161,0.002,0.001,1068.0,1327.0,1.01
sigma_year,0.376,0.11,0.213,0.543,0.002,0.002,2362.0,3803.0,1.0
year_raw[0],0.643,0.452,-0.102,1.367,0.01,0.005,2115.0,3967.0,1.0
year_raw[1],0.755,0.457,0.014,1.509,0.009,0.005,2396.0,3323.0,1.0
year_raw[2],-0.354,0.451,-1.135,0.341,0.009,0.005,2675.0,4183.0,1.0
year_raw[3],1.381,0.597,0.417,2.36,0.012,0.007,2386.0,4168.0,1.0
year_raw[4],-0.043,0.542,-0.921,0.861,0.01,0.006,2740.0,4404.0,1.0
year_raw[5],0.294,0.471,-0.458,1.105,0.01,0.006,2325.0,3253.0,1.0
year_raw[6],-1.647,0.552,-2.519,-0.725,0.011,0.006,2375.0,4191.0,1.0
year_raw[7],-0.296,0.492,-1.118,0.476,0.01,0.005,2574.0,4427.0,1.0
year_raw[8],-0.726,0.497,-1.519,0.104,0.01,0.006,2618.0,4227.0,1.0
year_re[2016],0.227,0.159,-0.024,0.492,0.003,0.002,2167.0,4010.0,1.0
year_re[2017],0.267,0.158,0.006,0.515,0.003,0.002,2232.0,3446.0,1.0
year_re[2018],-0.127,0.165,-0.397,0.139,0.003,0.002,2522.0,3868.0,1.0
year_re[2019],0.486,0.185,0.178,0.78,0.004,0.002,2777.0,4043.0,1.0
year_re[2020],-0.015,0.196,-0.317,0.322,0.004,0.002,2716.0,4260.0,1.0
year_re[2021],0.104,0.17,-0.173,0.383,0.004,0.002,2308.0,3190.0,1.0
year_re[2022],-0.581,0.157,-0.831,-0.324,0.003,0.002,2216.0,3724.0,1.0
year_re[2023],-0.105,0.178,-0.393,0.183,0.004,0.002,2441.0,3760.0,1.0
year_re[2024],-0.257,0.176,-0.558,0.017,0.003,0.002,2548.0,4135.0,1.0
