,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.004,0.123,-0.189,0.206,0.002,0.002,2847.0,3714.0,1.0
beta0,0.061,0.049,-0.02,0.14,0.001,0.001,3826.0,4421.0,1.0
beta1,0.04,0.033,-0.012,0.094,0.001,0.001,4130.0,3959.0,1.0
beta_coefs[0],0.061,0.049,-0.02,0.14,0.001,0.001,3826.0,4421.0,1.0
beta_coefs[1],0.04,0.033,-0.012,0.094,0.001,0.001,4130.0,3959.0,1.0
beta_coefs[2],0.02,0.033,-0.033,0.071,0.0,0.001,4981.0,3782.0,1.0
beta_coefs[3],0.004,0.032,-0.053,0.051,0.001,0.001,3372.0,3093.0,1.0
beta_coefs[4],-0.002,0.027,-0.046,0.041,0.0,0.001,6175.0,3467.0,1.0
beta_coefs[5],0.0,0.028,-0.043,0.045,0.001,0.001,3621.0,2373.0,1.0
beta_coefs[6],-0.009,0.03,-0.06,0.036,0.001,0.001,3730.0,3010.0,1.0
beta_coefs[7],-0.034,0.062,-0.139,0.06,0.001,0.001,5546.0,3006.0,1.0
lag_coef,-0.142,0.096,-0.301,0.015,0.001,0.001,5499.0,3666.0,1.0
rw2_innovations[0],0.001,0.055,-0.086,0.083,0.001,0.002,6253.0,2581.0,1.0
rw2_innovations[1],0.004,0.049,-0.075,0.078,0.001,0.002,5833.0,2830.0,1.0
rw2_innovations[2],0.01,0.049,-0.058,0.092,0.001,0.002,4590.0,2375.0,1.0
rw2_innovations[3],0.009,0.05,-0.067,0.079,0.001,0.002,6339.0,2422.0,1.0
rw2_innovations[4],-0.012,0.055,-0.094,0.07,0.001,0.002,5319.0,2312.0,1.0
rw2_innovations[5],-0.015,0.063,-0.102,0.084,0.001,0.003,5145.0,2194.0,1.0
sigma,0.296,0.024,0.259,0.336,0.0,0.0,5665.0,4922.0,1.0
sigma_smooth,0.045,0.042,0.0,0.102,0.002,0.001,349.0,413.0,1.0
sigma_year,0.372,0.11,0.209,0.532,0.002,0.002,1946.0,3820.0,1.0
year_raw[0],0.644,0.46,-0.087,1.397,0.008,0.006,3368.0,4643.0,1.0
year_raw[1],0.732,0.457,-0.016,1.468,0.008,0.005,3353.0,3850.0,1.0
year_raw[2],-0.155,0.515,-1.023,0.643,0.009,0.006,3346.0,4308.0,1.0
year_raw[3],1.358,0.586,0.422,2.334,0.01,0.007,3153.0,4421.0,1.0
year_raw[4],0.001,0.548,-0.905,0.914,0.009,0.007,3826.0,4535.0,1.0
year_raw[5],0.034,0.545,-0.877,0.893,0.009,0.007,3379.0,4559.0,1.0
year_raw[6],-1.634,0.561,-2.574,-0.74,0.01,0.007,3053.0,4216.0,1.0
year_raw[7],-0.363,0.518,-1.206,0.494,0.008,0.006,4126.0,4981.0,1.0
year_raw[8],-0.695,0.539,-1.597,0.161,0.009,0.007,3695.0,4825.0,1.0
year_re[2016],0.224,0.159,-0.024,0.486,0.003,0.002,3603.0,4448.0,1.0
year_re[2017],0.254,0.156,-0.01,0.494,0.003,0.002,3695.0,4892.0,1.0
year_re[2018],-0.057,0.186,-0.356,0.247,0.003,0.002,3416.0,4697.0,1.0
year_re[2019],0.472,0.178,0.18,0.765,0.003,0.002,3921.0,5221.0,1.0
year_re[2020],-0.001,0.196,-0.337,0.305,0.003,0.002,3837.0,4598.0,1.0
year_re[2021],0.015,0.196,-0.299,0.337,0.003,0.002,3334.0,4626.0,1.0
year_re[2022],-0.571,0.162,-0.824,-0.299,0.003,0.002,3875.0,4974.0,1.0
year_re[2023],-0.128,0.184,-0.448,0.151,0.003,0.002,4032.0,5100.0,1.0
year_re[2024],-0.241,0.185,-0.548,0.056,0.003,0.002,4152.0,5421.0,1.0
