,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.015,0.138,-0.229,0.217,0.003,0.002,1995.0,3125.0,1.0
beta0,-0.11,0.049,-0.19,-0.032,0.001,0.001,3171.0,4886.0,1.0
beta1,-0.096,0.039,-0.156,-0.035,0.001,0.001,2972.0,3145.0,1.0
beta_coefs[0],-0.11,0.049,-0.19,-0.032,0.001,0.001,3171.0,4886.0,1.0
beta_coefs[1],-0.096,0.039,-0.156,-0.035,0.001,0.001,2972.0,3145.0,1.0
beta_coefs[2],-0.045,0.036,-0.111,0.008,0.001,0.001,4708.0,4632.0,1.0
beta_coefs[3],0.019,0.031,-0.032,0.068,0.0,0.001,5247.0,4005.0,1.0
beta_coefs[4],0.089,0.054,0.005,0.18,0.001,0.001,5207.0,5096.0,1.0
lag_coef,-0.582,0.132,-0.788,-0.359,0.002,0.001,3125.0,3729.0,1.0
rw2_innovations[0],0.036,0.084,-0.075,0.177,0.002,0.003,2968.0,2739.0,1.0
rw2_innovations[1],0.014,0.069,-0.095,0.131,0.001,0.002,4660.0,3552.0,1.0
rw2_innovations[2],0.005,0.077,-0.114,0.14,0.001,0.002,5409.0,3399.0,1.01
sigma,0.224,0.034,0.171,0.279,0.001,0.0,3483.0,4999.0,1.0
sigma_smooth,0.071,0.054,0.001,0.145,0.002,0.001,538.0,349.0,1.02
sigma_year,0.402,0.117,0.226,0.582,0.002,0.003,2347.0,4176.0,1.0
year_raw[0],0.126,0.51,-0.669,0.993,0.009,0.006,2928.0,4289.0,1.0
year_raw[1],0.22,0.427,-0.48,0.904,0.009,0.006,2492.0,4137.0,1.0
year_raw[2],-0.315,0.466,-1.068,0.456,0.009,0.006,2932.0,4004.0,1.0
year_raw[3],0.114,0.495,-0.713,0.882,0.009,0.006,2914.0,4363.0,1.0
year_raw[4],1.623,0.587,0.655,2.594,0.01,0.007,3203.0,4461.0,1.0
year_raw[5],0.48,0.502,-0.295,1.324,0.01,0.006,2692.0,3551.0,1.0
year_raw[6],-1.786,0.573,-2.747,-0.858,0.011,0.007,2510.0,3586.0,1.0
year_raw[7],-0.112,0.516,-0.899,0.774,0.01,0.006,2744.0,4366.0,1.0
year_raw[8],-0.378,0.471,-1.164,0.371,0.008,0.006,3105.0,4600.0,1.0
year_re[2016],0.047,0.196,-0.268,0.368,0.004,0.002,2911.0,4543.0,1.0
year_re[2017],0.08,0.164,-0.176,0.357,0.003,0.002,2406.0,3841.0,1.0
year_re[2018],-0.119,0.18,-0.388,0.198,0.003,0.002,2756.0,3946.0,1.0
year_re[2019],0.038,0.19,-0.269,0.357,0.004,0.002,2849.0,3806.0,1.0
year_re[2020],0.622,0.211,0.264,0.951,0.004,0.003,2983.0,4741.0,1.0
year_re[2021],0.182,0.19,-0.117,0.502,0.004,0.002,2474.0,2163.0,1.0
year_re[2022],-0.673,0.163,-0.925,-0.395,0.003,0.002,2433.0,4113.0,1.0
year_re[2023],-0.042,0.201,-0.368,0.278,0.004,0.003,2666.0,3978.0,1.0
year_re[2024],-0.144,0.18,-0.426,0.163,0.003,0.002,2999.0,4662.0,1.0
