,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.029,0.048,-0.108,0.049,0.001,0.001,5493.0,5019.0,1.0
beta0,0.124,0.063,0.028,0.228,0.001,0.001,2035.0,3619.0,1.0
beta1,0.026,0.036,-0.031,0.083,0.001,0.001,3309.0,2902.0,1.0
beta_coefs[0],0.124,0.063,0.028,0.228,0.001,0.001,2035.0,3619.0,1.0
beta_coefs[1],0.026,0.036,-0.031,0.083,0.001,0.001,3309.0,2902.0,1.0
beta_coefs[2],-0.039,0.045,-0.115,0.024,0.001,0.001,2335.0,3625.0,1.0
beta_coefs[3],-0.045,0.038,-0.105,0.019,0.001,0.001,4473.0,3730.0,1.0
beta_coefs[4],-0.015,0.07,-0.119,0.101,0.002,0.001,2302.0,4486.0,1.0
rw2_innovations[0],0.033,0.094,-0.108,0.192,0.002,0.002,2815.0,2298.0,1.0
rw2_innovations[1],0.059,0.092,-0.071,0.217,0.002,0.002,2752.0,3210.0,1.0
rw2_innovations[2],0.035,0.099,-0.112,0.208,0.002,0.002,4335.0,3601.0,1.0
sigma,0.432,0.036,0.373,0.488,0.0,0.0,5425.0,5216.0,1.0
sigma_smooth,0.091,0.058,0.003,0.172,0.002,0.001,1159.0,1540.0,1.0
