,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.04,0.135,-0.181,0.253,0.003,0.002,2316.0,3428.0,1.0
beta0,0.064,0.061,-0.03,0.166,0.001,0.001,2909.0,3946.0,1.0
beta1,0.024,0.044,-0.048,0.093,0.001,0.001,2370.0,3950.0,1.0
beta_coefs[0],0.064,0.061,-0.03,0.166,0.001,0.001,2909.0,3946.0,1.0
beta_coefs[1],0.024,0.044,-0.048,0.093,0.001,0.001,2370.0,3950.0,1.0
beta_coefs[2],-0.003,0.046,-0.08,0.065,0.001,0.001,2987.0,3681.0,1.0
beta_coefs[3],-0.004,0.033,-0.056,0.048,0.0,0.001,5274.0,3610.0,1.0
beta_coefs[4],0.01,0.064,-0.09,0.116,0.001,0.001,3944.0,4350.0,1.0
lag_coef,-0.184,0.108,-0.365,-0.009,0.001,0.001,5381.0,5061.0,1.01
rw2_innovations[0],0.013,0.086,-0.11,0.166,0.001,0.003,3947.0,3254.0,1.01
rw2_innovations[1],0.026,0.08,-0.091,0.164,0.001,0.002,4350.0,3397.0,1.0
rw2_innovations[2],0.016,0.086,-0.113,0.161,0.001,0.002,5464.0,3105.0,1.01
sigma,0.302,0.026,0.259,0.344,0.0,0.0,4302.0,4062.0,1.0
sigma_smooth,0.073,0.056,0.001,0.152,0.002,0.001,322.0,70.0,1.02
sigma_year,0.385,0.116,0.206,0.556,0.002,0.002,2549.0,4019.0,1.0
year_raw[0],0.604,0.463,-0.113,1.404,0.009,0.006,2780.0,4184.0,1.0
year_raw[1],0.781,0.454,0.032,1.527,0.008,0.006,2909.0,4247.0,1.01
year_raw[2],-0.448,0.506,-1.326,0.327,0.008,0.006,3748.0,5352.0,1.0
year_raw[3],1.088,0.561,0.144,1.961,0.013,0.007,1944.0,4193.0,1.0
year_raw[4],0.144,0.537,-0.765,1.015,0.009,0.007,3226.0,4493.0,1.0
year_raw[5],0.09,0.529,-0.785,0.949,0.009,0.007,3260.0,4289.0,1.0
year_raw[6],-1.67,0.594,-2.651,-0.749,0.011,0.007,2927.0,4202.0,1.0
year_raw[7],-0.431,0.508,-1.267,0.381,0.009,0.006,3219.0,4626.0,1.0
year_re[2016],0.221,0.171,-0.065,0.479,0.004,0.002,2118.0,4262.0,1.0
year_re[2017],0.283,0.162,0.016,0.544,0.003,0.002,2951.0,4241.0,1.0
year_re[2018],-0.163,0.186,-0.482,0.125,0.003,0.002,3270.0,4803.0,1.0
year_re[2019],0.393,0.19,0.086,0.698,0.006,0.002,1182.0,4618.0,1.0
year_re[2020],0.051,0.198,-0.286,0.36,0.004,0.003,3075.0,4527.0,1.0
year_re[2021],0.039,0.196,-0.272,0.375,0.003,0.002,3187.0,4268.0,1.0
year_re[2022],-0.599,0.167,-0.864,-0.322,0.003,0.002,2926.0,4073.0,1.0
year_re[2023],-0.154,0.186,-0.47,0.138,0.003,0.002,2857.0,4429.0,1.0
