,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.0,0.043,-0.069,0.071,0.001,0.001,6312.0,4883.0,1.0
beta0,0.104,0.043,0.039,0.177,0.001,0.001,3829.0,4598.0,1.0
beta1,0.052,0.032,0.001,0.103,0.001,0.001,3755.0,2786.0,1.0
beta_coefs[0],0.104,0.043,0.039,0.177,0.001,0.001,3829.0,4598.0,1.0
beta_coefs[1],0.052,0.032,0.001,0.103,0.001,0.001,3755.0,2786.0,1.0
beta_coefs[2],-0.008,0.034,-0.063,0.044,0.001,0.001,3751.0,4047.0,1.0
beta_coefs[3],-0.042,0.036,-0.099,0.014,0.001,0.001,3103.0,3871.0,1.0
beta_coefs[4],-0.041,0.032,-0.089,0.011,0.0,0.001,5619.0,3811.0,1.0
beta_coefs[5],-0.018,0.053,-0.101,0.068,0.001,0.001,3094.0,5411.0,1.0
lag_coef,-0.089,0.097,-0.247,0.071,0.001,0.001,5478.0,4575.0,1.0
rw2_innovations[0],-0.007,0.078,-0.131,0.117,0.001,0.002,3455.0,2577.0,1.0
rw2_innovations[1],0.025,0.067,-0.08,0.132,0.001,0.002,4533.0,3131.0,1.0
rw2_innovations[2],0.036,0.071,-0.069,0.155,0.001,0.002,3844.0,3006.0,1.0
rw2_innovations[3],0.023,0.08,-0.09,0.159,0.001,0.002,5460.0,3465.0,1.0
sigma,0.413,0.032,0.36,0.464,0.0,0.0,5406.0,4526.0,1.0
sigma_smooth,0.072,0.05,0.002,0.142,0.001,0.001,911.0,920.0,1.0
