,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.044,0.132,-0.248,0.174,0.003,0.002,2466.0,3686.0,1.0
beta0,0.086,0.057,-0.008,0.18,0.001,0.001,3649.0,3767.0,1.0
beta1,0.037,0.041,-0.03,0.101,0.001,0.001,3151.0,3569.0,1.0
beta_coefs[0],0.086,0.057,-0.008,0.18,0.001,0.001,3649.0,3767.0,1.0
beta_coefs[1],0.037,0.041,-0.03,0.101,0.001,0.001,3151.0,3569.0,1.0
beta_coefs[2],0.0,0.038,-0.065,0.059,0.001,0.001,4612.0,3655.0,1.0
beta_coefs[3],-0.022,0.031,-0.07,0.026,0.0,0.001,5036.0,3581.0,1.0
beta_coefs[4],-0.044,0.058,-0.141,0.046,0.001,0.001,5404.0,4623.0,1.0
lag_coef,-0.148,0.1,-0.313,0.01,0.001,0.001,4634.0,5461.0,1.0
rw2_innovations[0],0.012,0.077,-0.099,0.149,0.001,0.003,4100.0,2953.0,1.01
rw2_innovations[1],0.014,0.072,-0.093,0.137,0.001,0.002,5152.0,3234.0,1.01
rw2_innovations[2],0.0,0.081,-0.124,0.132,0.001,0.003,5555.0,3330.0,1.01
sigma,0.303,0.026,0.262,0.346,0.0,0.0,4110.0,5081.0,1.0
sigma_smooth,0.068,0.053,0.001,0.142,0.002,0.001,466.0,319.0,1.02
sigma_year,0.37,0.118,0.191,0.542,0.003,0.002,1885.0,3704.0,1.0
year_raw[0],0.674,0.483,-0.113,1.483,0.009,0.006,3171.0,4429.0,1.0
year_raw[1],-0.0,0.493,-0.842,0.773,0.008,0.006,3419.0,4820.0,1.0
year_raw[2],1.431,0.605,0.471,2.438,0.012,0.007,2736.0,4142.0,1.0
year_raw[3],0.127,0.54,-0.727,1.027,0.01,0.006,3197.0,4568.0,1.0
year_raw[4],0.178,0.537,-0.712,1.05,0.009,0.006,3334.0,4557.0,1.0
year_raw[5],-1.531,0.568,-2.449,-0.597,0.011,0.007,2870.0,4371.0,1.0
year_raw[6],-0.284,0.509,-1.067,0.62,0.008,0.006,3595.0,4430.0,1.0
year_raw[7],-0.596,0.507,-1.435,0.207,0.009,0.006,3280.0,4964.0,1.0
year_re[2016],0.233,0.166,-0.024,0.513,0.003,0.002,3270.0,4297.0,1.0
year_re[2018],-0.003,0.176,-0.294,0.279,0.003,0.002,3288.0,4749.0,1.0
year_re[2019],0.491,0.181,0.191,0.782,0.003,0.002,3456.0,4555.0,1.0
year_re[2020],0.043,0.194,-0.262,0.368,0.003,0.002,3171.0,4505.0,1.0
year_re[2021],0.064,0.192,-0.251,0.38,0.003,0.002,3272.0,4327.0,1.0
year_re[2022],-0.526,0.164,-0.783,-0.254,0.003,0.002,3242.0,4702.0,1.0
year_re[2023],-0.098,0.181,-0.39,0.205,0.003,0.002,3421.0,4685.0,1.0
year_re[2024],-0.205,0.175,-0.487,0.081,0.003,0.002,3411.0,4856.0,1.0
