stage,beta_bayesian_median_full,beta_bayesian_q_lo_full,beta_bayesian_q_hi_full,beta_bayesian_median_dropyears,beta_bayesian_q_lo_dropyears,beta_bayesian_q_hi_dropyears,beta_fpls_k1_full,beta_fpls_k1_dropyears,beta_fpls_k2_full,beta_fpls_k2_dropyears,beta_fpls_k3_full,beta_fpls_k3_dropyears
S8,-0.0015978205290534853,-0.003255418725121599,0.0006215945148176826,0.0009832547133916722,-0.0023980916836101674,0.00461953086611503,-0.0014715103242204774,0.0008817765624523563,0.0013485505402958627,0.0023011771292290872,0.003178076798833922,0.010741381637172547
S7_minus_S6,-0.0006677414747872216,-0.0012991379187365696,0.00019122464673219586,0.00016546532496015801,-0.0008929654565786664,0.0013612081249415632,-0.0007430335907036097,-0.0005771418483073914,-0.002351383620147085,-0.0007843083405896655,-0.004627794757918024,-0.0027420534287097434
