doy,beta_fpls_k1,beta_fpls_k2,beta_fpls_k3,beta_bayesian_median,beta_bayesian_q05,beta_bayesian_q95
133,0.00022011475393155378,0.002346830333992418,0.00511660911060937,-0.0015657341759248078,-0.003074820251650377,0.0007608703441121443
134,-0.0021806715317188685,-0.0016235971117318589,-0.004423619913060403,-0.0015357160198179423,-0.00304042368647375,0.0007379778113032698
135,-0.0005327607480571551,0.0012249311568564001,0.001230583646437468,-0.0015068101688865726,-0.002997625634617395,0.0007217261683355277
136,-0.001085432098968055,0.0013948328226518077,0.006409874896635903,-0.0014810074815777776,-0.00294741848304623,0.0006992661169235077
137,-0.004691229517813195,-0.003221174359600432,0.00346953983797834,-0.0014558502396780416,-0.002906878311927202,0.0006740995672060932
138,-0.0038497915605688556,-0.0026036830551916896,0.0014012958256440628,-0.0014292872856047,-0.0028670421330290368,0.000657176588810291
139,0.003832061949912839,0.00785492888416748,0.015432483316456296,-0.001405624798684372,-0.0028288221538507255,0.0006390025864379965
140,-0.0023368655365225447,-0.0010226536245818872,0.0001698851875881634,-0.001383658652834276,-0.0027970674817711936,0.0006166101563123889
141,-0.011480574468526692,-0.013730488151879385,-0.01628538416644402,-0.0013586835069523307,-0.0027610882565418243,0.0006085358736562311
142,-0.01048086045328042,-0.011947891412841931,-0.013686965048556533,-0.0013386243019327879,-0.00272932263671144,0.0005872174746262719
143,-0.004800671861392348,-0.0053474963081660346,-0.009838001313819946,-0.001317634959984142,-0.0026936924613373365,0.0005529455498130558
144,0.003933267672368993,0.007849391903116815,0.014457434123748537,-0.0012993153189990976,-0.002664293024034724,0.0005230722205328177
145,0.005586263525173989,0.01063042746658516,0.016377207033472545,-0.0012781745318275564,-0.002631928647374262,0.0004896759407490771
146,-0.0023352031597391985,-0.001158586303883569,-0.001451049497049019,-0.0012622104933835093,-0.0026065237559660223,0.0004625974099608528
147,-0.00487840582198541,-0.004873765406578193,-0.008206930682196242,-0.001242537062167547,-0.002570502689531315,0.00045212331799677883
148,-0.007740098266260851,-0.007441651649046374,-0.005848558734792485,-0.0012260095663295168,-0.0025375341307272642,0.00043612869294927075
149,0.000782675520915747,0.0040402644704513645,0.008377555905128453,-0.0012077445807487318,-0.0025093861249155126,0.00041145556292621733
150,-0.0036590970433276982,-0.0035170476056850843,-0.006581835410018542,-0.0011916935236780568,-0.0024786907468200186,0.0003810529651551712
151,-0.0006744472402053633,0.0016438967878479281,0.003436941132762832,-0.0011743890519782746,-0.002455224980014508,0.00036164740497029074
152,0.0008592404386952816,0.0034300699062564,0.002460941372514381,-0.001159233661495032,-0.002423294503514519,0.0003418260650596253
153,0.0003463498879012189,0.0025685757144792275,0.00020157736559289755,-0.0011439025957717583,-0.0024010256696704074,0.0003236038444531872
154,-0.0023589462741124686,-0.001238125155070371,-0.0033622615990266764,-0.0011275980048070357,-0.0023741907815898497,0.00030610028177494237
155,-0.007918884699585788,-0.009754005833556439,-0.014035749809990412,-0.0011134230704180257,-0.0023471059312049143,0.00028501892204875674
