,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.044,0.031,-0.008,0.094,0.0,0.0,5354.0,4823.0,1.0
beta0,0.163,0.05,0.079,0.244,0.001,0.001,3967.0,3906.0,1.0
beta1,0.108,0.041,0.042,0.175,0.001,0.001,3267.0,2858.0,1.0
beta_coefs[0],0.163,0.05,0.079,0.244,0.001,0.001,3967.0,3906.0,1.0
beta_coefs[1],0.108,0.041,0.042,0.175,0.001,0.001,3267.0,2858.0,1.0
beta_coefs[2],0.029,0.046,-0.035,0.111,0.001,0.001,3221.0,4185.0,1.0
beta_coefs[3],-0.077,0.047,-0.146,-0.002,0.001,0.001,3149.0,2539.0,1.0
beta_coefs[4],-0.258,0.069,-0.37,-0.148,0.001,0.001,2487.0,5213.0,1.0
rw2_innovations[0],-0.025,0.095,-0.189,0.123,0.002,0.004,3345.0,2439.0,1.0
rw2_innovations[1],-0.027,0.09,-0.184,0.102,0.002,0.003,4045.0,2429.0,1.0
rw2_innovations[2],-0.076,0.121,-0.272,0.093,0.003,0.003,2862.0,2484.0,1.0
sigma,0.368,0.023,0.33,0.402,0.0,0.0,5258.0,4572.0,1.0
sigma_smooth,0.093,0.062,0.002,0.177,0.002,0.001,905.0,847.0,1.0
