,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.0,0.043,-0.074,0.068,0.001,0.001,7077.0,4652.0,1.0
beta0,0.129,0.043,0.055,0.199,0.001,0.001,3609.0,4099.0,1.0
beta1,0.041,0.035,-0.019,0.093,0.001,0.001,4375.0,3988.0,1.0
beta_coefs[0],0.129,0.043,0.055,0.199,0.001,0.001,3609.0,4099.0,1.0
beta_coefs[1],0.041,0.035,-0.019,0.093,0.001,0.001,4375.0,3988.0,1.0
beta_coefs[2],-0.037,0.035,-0.094,0.019,0.001,0.0,4426.0,4824.0,1.0
beta_coefs[3],-0.061,0.037,-0.119,-0.001,0.001,0.001,3880.0,4584.0,1.0
beta_coefs[4],-0.037,0.034,-0.092,0.018,0.0,0.001,5701.0,4110.0,1.0
beta_coefs[5],0.012,0.053,-0.075,0.098,0.001,0.001,4073.0,5555.0,1.0
lag_coef,-0.1,0.1,-0.269,0.057,0.001,0.001,5761.0,4960.0,1.0
rw2_innovations[0],0.011,0.082,-0.118,0.148,0.001,0.002,3991.0,3748.0,1.0
rw2_innovations[1],0.053,0.075,-0.062,0.174,0.001,0.002,3956.0,3762.0,1.0
rw2_innovations[2],0.049,0.078,-0.064,0.187,0.001,0.002,4227.0,3756.0,1.0
rw2_innovations[3],0.025,0.087,-0.118,0.162,0.001,0.002,5436.0,3387.0,1.0
sigma,0.41,0.032,0.358,0.462,0.0,0.0,5981.0,4905.0,1.0
sigma_smooth,0.088,0.048,0.014,0.161,0.001,0.001,1506.0,1262.0,1.0
