,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.044,0.049,-0.04,0.123,0.001,0.001,4866.0,4492.0,1.0
beta0,-0.057,0.05,-0.139,0.027,0.001,0.001,4096.0,4003.0,1.0
beta1,-0.009,0.053,-0.092,0.076,0.001,0.001,1893.0,1984.0,1.0
beta_coefs[0],-0.057,0.05,-0.139,0.027,0.001,0.001,4096.0,4003.0,1.0
beta_coefs[1],-0.009,0.053,-0.092,0.076,0.001,0.001,1893.0,1984.0,1.0
beta_coefs[2],-0.007,0.037,-0.063,0.057,0.001,0.001,5061.0,3749.0,1.0
beta_coefs[3],-0.008,0.041,-0.067,0.057,0.001,0.001,2765.0,2151.0,1.0
beta_coefs[4],0.001,0.065,-0.106,0.108,0.001,0.001,5082.0,4518.0,1.0
rw2_innovations[0],-0.046,0.097,-0.197,0.092,0.003,0.003,1936.0,1905.0,1.0
rw2_innovations[1],-0.004,0.073,-0.132,0.102,0.001,0.002,3918.0,2350.0,1.0
rw2_innovations[2],0.011,0.083,-0.127,0.128,0.002,0.003,3844.0,2284.0,1.01
sigma,0.449,0.038,0.388,0.509,0.001,0.0,4037.0,4426.0,1.0
sigma_smooth,0.073,0.057,0.002,0.153,0.002,0.001,915.0,1100.0,1.0
