,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.002,0.132,-0.216,0.214,0.003,0.002,1841.0,2654.0,1.0
beta0,0.033,0.049,-0.045,0.112,0.001,0.001,2455.0,3854.0,1.0
beta1,-0.029,0.041,-0.096,0.031,0.001,0.001,2270.0,2513.0,1.0
beta_coefs[0],0.033,0.049,-0.045,0.112,0.001,0.001,2455.0,3854.0,1.0
beta_coefs[1],-0.029,0.041,-0.096,0.031,0.001,0.001,2270.0,2513.0,1.0
beta_coefs[2],-0.018,0.036,-0.081,0.038,0.001,0.001,4639.0,3864.0,1.0
beta_coefs[3],0.013,0.035,-0.043,0.068,0.001,0.001,3589.0,2901.0,1.0
beta_coefs[4],0.021,0.044,-0.045,0.098,0.001,0.001,6487.0,4909.0,1.0
lag_coef,-0.15,0.095,-0.31,0.006,0.001,0.001,5532.0,5666.0,1.0
rw2_innovations[0],0.073,0.106,-0.071,0.244,0.003,0.003,2090.0,2542.0,1.0
rw2_innovations[1],0.019,0.078,-0.095,0.163,0.001,0.002,4156.0,3201.0,1.0
rw2_innovations[2],-0.022,0.094,-0.181,0.119,0.002,0.003,3672.0,2793.0,1.0
sigma,0.298,0.025,0.257,0.338,0.0,0.0,4846.0,4415.0,1.0
sigma_smooth,0.084,0.06,0.002,0.17,0.002,0.001,921.0,1292.0,1.01
sigma_year,0.393,0.111,0.225,0.559,0.002,0.002,2068.0,3457.0,1.0
year_raw[0],0.577,0.455,-0.167,1.323,0.009,0.006,2359.0,3826.0,1.0
year_raw[1],0.87,0.453,0.154,1.63,0.01,0.006,2244.0,3447.0,1.0
year_raw[2],-0.439,0.427,-1.13,0.254,0.008,0.005,2792.0,4388.0,1.0
year_raw[3],0.997,0.473,0.226,1.769,0.01,0.006,2189.0,3581.0,1.0
year_raw[4],0.415,0.446,-0.318,1.15,0.009,0.005,2555.0,4241.0,1.0
year_raw[5],0.519,0.429,-0.16,1.254,0.009,0.005,2277.0,3793.0,1.0
year_raw[6],-1.735,0.567,-2.627,-0.768,0.011,0.007,2427.0,3338.0,1.0
year_raw[7],-0.209,0.505,-1.029,0.629,0.01,0.006,2583.0,3894.0,1.0
year_raw[8],-0.956,0.454,-1.701,-0.207,0.009,0.005,2539.0,3620.0,1.0
year_re[2016],0.215,0.17,-0.072,0.486,0.003,0.002,2610.0,4071.0,1.0
year_re[2017],0.323,0.161,0.067,0.59,0.003,0.002,2530.0,3534.0,1.0
year_re[2018],-0.162,0.16,-0.433,0.085,0.003,0.002,2603.0,3515.0,1.0
year_re[2019],0.369,0.163,0.106,0.638,0.003,0.002,2535.0,3785.0,1.0
year_re[2020],0.153,0.168,-0.127,0.426,0.003,0.002,2672.0,3700.0,1.0
year_re[2021],0.193,0.16,-0.077,0.449,0.003,0.002,2447.0,3825.0,1.0
year_re[2022],-0.64,0.157,-0.895,-0.392,0.003,0.002,2494.0,3718.0,1.0
year_re[2023],-0.078,0.192,-0.394,0.236,0.004,0.002,2466.0,3826.0,1.0
year_re[2024],-0.353,0.157,-0.598,-0.085,0.003,0.002,2363.0,3754.0,1.0
