,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.126,-0.196,0.212,0.003,0.002,2322.0,3151.0,1.0
beta0,0.051,0.052,-0.032,0.139,0.001,0.001,4651.0,4123.0,1.0
beta1,0.038,0.031,-0.011,0.087,0.0,0.001,4382.0,3657.0,1.0
beta_coefs[0],0.051,0.052,-0.032,0.139,0.001,0.001,4651.0,4123.0,1.0
beta_coefs[1],0.038,0.031,-0.011,0.087,0.0,0.001,4382.0,3657.0,1.0
beta_coefs[2],0.023,0.034,-0.033,0.076,0.0,0.001,5950.0,3815.0,1.0
beta_coefs[3],0.008,0.034,-0.048,0.063,0.0,0.001,5824.0,3773.0,1.0
beta_coefs[4],-0.002,0.031,-0.055,0.047,0.0,0.001,6399.0,3412.0,1.0
beta_coefs[5],-0.001,0.03,-0.047,0.048,0.0,0.001,6583.0,2475.0,1.0
beta_coefs[6],-0.007,0.03,-0.056,0.036,0.0,0.001,5248.0,2956.0,1.0
beta_coefs[7],-0.024,0.06,-0.119,0.078,0.001,0.001,6927.0,3490.0,1.0
lag_coef,-0.139,0.095,-0.299,0.012,0.001,0.001,5585.0,5443.0,1.0
rw2_innovations[0],-0.001,0.06,-0.093,0.093,0.001,0.002,5206.0,2327.0,1.0
rw2_innovations[1],-0.001,0.054,-0.089,0.078,0.001,0.002,6504.0,2393.0,1.0
rw2_innovations[2],0.005,0.052,-0.076,0.086,0.001,0.002,5831.0,2410.0,1.01
rw2_innovations[3],0.01,0.053,-0.069,0.087,0.001,0.002,5821.0,2090.0,1.0
rw2_innovations[4],-0.006,0.056,-0.094,0.077,0.001,0.002,6335.0,2339.0,1.0
rw2_innovations[5],-0.011,0.064,-0.111,0.082,0.001,0.003,7664.0,2614.0,1.0
sigma,0.296,0.024,0.258,0.336,0.0,0.0,5852.0,4890.0,1.0
sigma_smooth,0.047,0.043,0.0,0.108,0.002,0.001,405.0,611.0,1.01
sigma_year,0.369,0.11,0.209,0.534,0.002,0.002,2070.0,3942.0,1.0
year_raw[0],0.572,0.462,-0.234,1.283,0.008,0.005,3155.0,4455.0,1.0
year_raw[1],0.785,0.469,0.025,1.555,0.009,0.006,2908.0,3821.0,1.0
year_raw[2],-0.099,0.51,-0.969,0.692,0.008,0.006,3584.0,4265.0,1.0
year_raw[3],1.305,0.573,0.415,2.302,0.011,0.007,2898.0,3885.0,1.0
year_raw[4],0.126,0.531,-0.743,1.004,0.009,0.006,3694.0,5006.0,1.0
year_raw[5],-0.001,0.553,-0.908,0.913,0.009,0.007,3482.0,4666.0,1.0
year_raw[6],-1.64,0.571,-2.568,-0.733,0.011,0.007,2730.0,4041.0,1.0
year_raw[7],-0.337,0.51,-1.207,0.47,0.008,0.006,3679.0,4748.0,1.0
year_raw[8],-0.754,0.528,-1.601,0.093,0.009,0.007,3245.0,4016.0,1.0
year_re[2016],0.2,0.162,-0.066,0.463,0.003,0.002,3047.0,3997.0,1.0
year_re[2017],0.273,0.159,0.013,0.53,0.003,0.002,3065.0,3899.0,1.0
year_re[2018],-0.037,0.181,-0.334,0.261,0.003,0.002,3468.0,4205.0,1.0
year_re[2019],0.45,0.173,0.156,0.727,0.003,0.002,3436.0,4922.0,1.0
year_re[2020],0.043,0.189,-0.274,0.341,0.003,0.002,3593.0,4735.0,1.0
year_re[2021],0.005,0.195,-0.319,0.321,0.003,0.002,3330.0,4761.0,1.0
year_re[2022],-0.567,0.159,-0.815,-0.293,0.003,0.002,3095.0,4095.0,1.0
year_re[2023],-0.117,0.18,-0.412,0.176,0.003,0.002,3639.0,4299.0,1.0
year_re[2024],-0.26,0.177,-0.549,0.027,0.003,0.002,3454.0,4524.0,1.0
