,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.036,0.116,-0.237,0.14,0.003,0.002,1812.0,2786.0,1.0
beta0,0.081,0.036,0.021,0.138,0.001,0.0,4111.0,3874.0,1.0
beta1,0.034,0.03,-0.012,0.083,0.001,0.001,2959.0,2204.0,1.0
beta_coefs[0],0.081,0.036,0.021,0.138,0.001,0.0,4111.0,3874.0,1.0
beta_coefs[1],0.034,0.03,-0.012,0.083,0.001,0.001,2959.0,2204.0,1.0
beta_coefs[2],0.002,0.03,-0.05,0.046,0.0,0.001,4571.0,3511.0,1.0
beta_coefs[3],-0.015,0.027,-0.056,0.026,0.0,0.001,4635.0,2867.0,1.0
beta_coefs[4],-0.04,0.041,-0.107,0.028,0.0,0.001,6682.0,5142.0,1.0
lag_coef,-0.197,0.074,-0.318,-0.078,0.001,0.001,5555.0,5385.0,1.0
rw2_innovations[0],0.015,0.072,-0.095,0.13,0.001,0.003,3070.0,2077.0,1.0
rw2_innovations[1],0.015,0.064,-0.081,0.119,0.001,0.002,4153.0,2478.0,1.0
rw2_innovations[2],-0.008,0.071,-0.117,0.101,0.001,0.002,4641.0,2694.0,1.0
sigma,0.292,0.018,0.264,0.322,0.0,0.0,6023.0,5429.0,1.0
sigma_smooth,0.063,0.051,0.001,0.132,0.001,0.001,953.0,1253.0,1.0
sigma_year,0.32,0.101,0.172,0.462,0.002,0.002,2058.0,3546.0,1.0
year_raw[0],0.566,0.443,-0.141,1.295,0.009,0.006,2305.0,3578.0,1.0
year_raw[1],-0.031,0.44,-0.744,0.689,0.009,0.006,2555.0,3895.0,1.0
year_raw[2],1.268,0.543,0.39,2.161,0.012,0.007,2157.0,3597.0,1.0
year_raw[3],0.342,0.471,-0.412,1.124,0.009,0.006,2585.0,4011.0,1.0
year_raw[4],0.411,0.439,-0.328,1.114,0.009,0.005,2546.0,4351.0,1.0
year_raw[5],-1.616,0.577,-2.502,-0.62,0.012,0.007,2260.0,2649.0,1.0
year_raw[6],-0.176,0.45,-0.915,0.572,0.009,0.005,2494.0,4017.0,1.0
year_raw[7],-0.797,0.476,-1.562,-0.016,0.01,0.005,2374.0,4163.0,1.0
year_re[2016],0.168,0.136,-0.047,0.397,0.003,0.002,2188.0,2787.0,1.0
year_re[2018],-0.012,0.139,-0.233,0.217,0.003,0.002,2374.0,3635.0,1.0
year_re[2019],0.374,0.138,0.157,0.604,0.003,0.002,2403.0,3660.0,1.0
year_re[2020],0.101,0.146,-0.126,0.354,0.003,0.002,2462.0,3380.0,1.0
year_re[2021],0.123,0.137,-0.099,0.344,0.003,0.002,2509.0,3914.0,1.0
year_re[2022],-0.478,0.135,-0.703,-0.264,0.003,0.002,2172.0,3426.0,1.0
year_re[2023],-0.053,0.142,-0.266,0.198,0.003,0.002,2248.0,3864.0,1.0
year_re[2024],-0.237,0.139,-0.453,-0.001,0.003,0.002,2236.0,3878.0,1.0
