,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.0,0.043,-0.072,0.069,0.001,0.001,5458.0,4894.0,1.0
beta0,0.095,0.048,0.018,0.175,0.001,0.001,4644.0,3880.0,1.0
beta1,0.06,0.031,0.013,0.114,0.001,0.001,3151.0,2305.0,1.0
beta_coefs[0],0.095,0.048,0.018,0.175,0.001,0.001,4644.0,3880.0,1.0
beta_coefs[1],0.06,0.031,0.013,0.114,0.001,0.001,3151.0,2305.0,1.0
beta_coefs[2],0.015,0.036,-0.043,0.075,0.001,0.001,5227.0,3841.0,1.0
beta_coefs[3],-0.023,0.035,-0.083,0.028,0.001,0.001,3382.0,2725.0,1.0
beta_coefs[4],-0.041,0.032,-0.09,0.009,0.001,0.001,5052.0,2672.0,1.0
beta_coefs[5],-0.041,0.051,-0.116,0.045,0.001,0.001,3799.0,4710.0,1.0
lag_coef,-0.073,0.095,-0.225,0.085,0.001,0.001,5113.0,4907.0,1.0
rw2_innovations[0],-0.01,0.076,-0.128,0.115,0.001,0.003,3227.0,2067.0,1.0
rw2_innovations[1],0.007,0.067,-0.101,0.112,0.001,0.002,5064.0,2867.0,1.0
rw2_innovations[2],0.02,0.066,-0.077,0.129,0.001,0.002,3801.0,2478.0,1.0
rw2_innovations[3],0.018,0.08,-0.098,0.148,0.001,0.003,5223.0,2476.0,1.0
sigma,0.414,0.032,0.361,0.463,0.0,0.0,4908.0,4523.0,1.0
sigma_smooth,0.065,0.052,0.001,0.138,0.002,0.001,516.0,771.0,1.01
