,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.0,0.043,-0.072,0.069,0.001,0.001,6380.0,5213.0,1.0
beta0,0.124,0.045,0.054,0.2,0.001,0.001,2551.0,4293.0,1.0
beta1,0.035,0.036,-0.023,0.092,0.001,0.001,2560.0,2494.0,1.0
beta_coefs[0],0.124,0.045,0.054,0.2,0.001,0.001,2551.0,4293.0,1.0
beta_coefs[1],0.035,0.036,-0.023,0.092,0.001,0.001,2560.0,2494.0,1.0
beta_coefs[2],-0.032,0.04,-0.097,0.027,0.001,0.001,2844.0,4048.0,1.0
beta_coefs[3],-0.053,0.035,-0.112,0.0,0.001,0.001,4547.0,3581.0,1.0
beta_coefs[4],-0.037,0.055,-0.125,0.05,0.001,0.001,2344.0,4492.0,1.0
lag_coef,-0.091,0.097,-0.25,0.071,0.001,0.001,5578.0,4606.0,1.0
rw2_innovations[0],0.022,0.088,-0.115,0.17,0.002,0.003,2186.0,1858.0,1.01
rw2_innovations[1],0.047,0.082,-0.063,0.191,0.002,0.002,2998.0,2932.0,1.0
rw2_innovations[2],0.036,0.093,-0.108,0.187,0.002,0.003,4234.0,2898.0,1.0
sigma,0.414,0.032,0.36,0.464,0.0,0.0,5881.0,5241.0,1.0
sigma_smooth,0.084,0.056,0.003,0.163,0.002,0.001,888.0,1417.0,1.01
