lat_idx,lon_idx,cell_lat,cell_lon,area_ha_R,area_ha_S,n_parcels_R,n_parcels_S,total_ha,rainfed_frac
0,11,42.5000000000027,1.0999999999897057,0.0,0.86,0.0,1.0,0.86,1.0
0,12,42.5000000000027,1.1999999999897,0.0,2.95,0.0,3.0,2.95,1.0
0,13,42.5000000000027,1.2999999999896943,0.0,0.49,0.0,1.0,0.49,1.0
0,20,42.5000000000027,1.9999999999896545,0.0,1.45,0.0,3.0,1.45,1.0
1,10,42.400000000002706,0.9999999999897113,3.91,0.0,1.0,0.0,3.91,0.0
1,11,42.400000000002706,1.0999999999897057,0.0,2.24,0.0,3.0,2.24,1.0
1,14,42.400000000002706,1.3999999999896886,5.6899999999999995,2.63,3.0,1.0,8.32,0.3161057692307692
1,17,42.400000000002706,1.6999999999896716,0.84,12.399999999999999,1.0,12.0,13.239999999999998,0.9365558912386707
1,18,42.400000000002706,1.7999999999896659,2.69,44.05,4.0,80.0,46.739999999999995,0.9424475823705606
1,19,42.400000000002706,1.8999999999896602,7.13,16.68,13.0,27.0,23.81,0.7005459890802184
1,24,42.400000000002706,2.3999999999896318,0.0,0.78,0.0,2.0,0.78,1.0
1,28,42.400000000002706,2.799999999989609,0.0,9.08,0.0,12.0,9.08,1.0
1,29,42.400000000002706,2.8999999999896033,3.72,155.8,2.0,220.0,159.52,0.9766800401203611
1,30,42.400000000002706,2.9999999999895977,1.1600000000000001,152.79,3.0,229.0,153.95,0.9924650860669049
1,31,42.400000000002706,3.099999999989592,0.0,3.84,0.0,8.0,3.84,1.0
2,7,42.30000000000271,0.6999999999897284,0.0,9.17,0.0,4.0,9.17,1.0
2,8,42.30000000000271,0.7999999999897227,0.0,34.53,0.0,43.0,34.53,1.0
2,9,42.30000000000271,0.899999999989717,4.2,58.89,8.0,87.0,63.09,0.9334284355682358
2,10,42.30000000000271,0.9999999999897113,6.92,30.53,12.0,45.0,37.45,0.8152202937249666
2,11,42.30000000000271,1.0999999999897057,0.0,0.06,0.0,1.0,0.06,1.0
2,14,42.30000000000271,1.3999999999896886,5.12,8.17,13.0,22.0,13.29,0.6147479307750189
2,15,42.30000000000271,1.499999999989683,4.72,10.35,2.0,8.0,15.07,0.6867949568679496
2,18,42.30000000000271,1.7999999999896659,0.0,17.84,0.0,21.0,17.84,1.0
2,23,42.30000000000271,2.2999999999896374,0.0,3.54,0.0,3.0,3.54,1.0
2,24,42.30000000000271,2.3999999999896318,0.0,6.04,0.0,3.0,6.04,1.0
2,25,42.30000000000271,2.499999999989626,0.0,1.8,0.0,2.0,1.8,1.0
2,27,42.30000000000271,2.6999999999896147,1.45,15.0,2.0,26.0,16.45,0.9118541033434651
2,28,42.30000000000271,2.799999999989609,6.13,43.53,6.0,91.0,49.660000000000004,0.8765606121627063
2,29,42.30000000000271,2.8999999999896033,37.48,345.83,42.0,483.0,383.31,0.9022201351386606
2,30,42.30000000000271,2.9999999999895977,178.05,209.16,243.0,299.0,387.21000000000004,0.5401719996900906
2,31,42.30000000000271,3.099999999989592,173.73,246.72,186.0,375.0,420.45,0.5867998572957546
3,7,42.20000000000272,0.6999999999897284,0.33,9.65,2.0,15.0,9.98,0.966933867735471
3,8,42.20000000000272,0.7999999999897227,0.0,34.74,0.0,34.0,34.74,1.0
3,9,42.20000000000272,0.899999999989717,23.849999999999998,67.57,32.0,119.0,91.41999999999999,0.7391161671406694
3,10,42.20000000000272,0.9999999999897113,25.75,114.06,36.0,143.0,139.81,0.8158214719977112
