lat_idx,lon_idx,cell_lat,cell_lon,area_ha_R,area_ha_S,n_parcels_R,n_parcels_S,total_ha,rainfed_frac
4,30,42.10000000000272,2.9999999999895977,0.0,2.13,0.0,4.0,2.13,1.0
4,31,42.10000000000272,3.099999999989592,0.77,0.0,1.0,0.0,0.77,0.0
5,19,42.00000000000273,1.8999999999896602,0.0,1.16,0.0,4.0,1.16,1.0
5,30,42.00000000000273,2.9999999999895977,5.26,3.25,5.0,5.0,8.51,0.381903642773208
5,31,42.00000000000273,3.099999999989592,8.52,4.0200000000000005,14.0,8.0,12.54,0.3205741626794259
7,7,41.80000000000274,0.6999999999897284,15.09,0.0,4.0,0.0,15.09,0.0
8,4,41.700000000002746,0.39999999998974545,0.55,0.0,1.0,0.0,0.55,0.0
8,7,41.700000000002746,0.6999999999897284,2.45,0.0,1.0,0.0,2.45,0.0
8,8,41.700000000002746,0.7999999999897227,14.97,0.09,14.0,1.0,15.06,0.00597609561752988
8,9,41.700000000002746,0.899999999989717,88.4,0.04,73.0,3.0,88.44000000000001,0.00045228403437358656
8,10,41.700000000002746,0.9999999999897113,8.02,0.0,8.0,0.0,8.02,0.0
8,11,41.700000000002746,1.0999999999897057,13.47,0.0,14.0,0.0,13.47,0.0
9,4,41.60000000000275,0.39999999998974545,2.46,0.0,1.0,0.0,2.46,0.0
9,5,41.60000000000275,0.49999999998973976,4.52,0.0,1.0,0.0,4.52,0.0
9,6,41.60000000000275,0.5999999999897341,2.24,0.07,2.0,2.0,2.31,0.030303030303030304
9,7,41.60000000000275,0.6999999999897284,9.81,0.0,4.0,0.0,9.81,0.0
9,8,41.60000000000275,0.7999999999897227,9.92,0.0,3.0,0.0,9.92,0.0
9,9,41.60000000000275,0.899999999989717,11.87,0.69,10.0,1.0,12.559999999999999,0.05493630573248408
9,10,41.60000000000275,0.9999999999897113,3.71,0.0,3.0,0.0,3.71,0.0
9,11,41.60000000000275,1.0999999999897057,1.6900000000000002,0.0,2.0,0.0,1.6900000000000002,0.0
