lat_idx,lon_idx,cell_lat,cell_lon,area_ha_R,area_ha_S,n_parcels_R,n_parcels_S,total_ha,rainfed_frac
1,29,42.400000000002706,2.8999999999896033,0.12,4.25,1.0,18.0,4.37,0.9725400457665904
1,30,42.400000000002706,2.9999999999895977,0.0,0.4,0.0,6.0,0.4,1.0
2,9,42.30000000000271,0.899999999989717,0.0,0.46,0.0,1.0,0.46,1.0
2,10,42.30000000000271,0.9999999999897113,0.8200000000000001,8.31,4.0,11.0,9.13,0.9101861993428259
2,14,42.30000000000271,1.3999999999896886,0.0,0.74,0.0,1.0,0.74,1.0
2,28,42.30000000000271,2.799999999989609,0.0,1.35,0.0,6.0,1.35,1.0
2,29,42.30000000000271,2.8999999999896033,0.0,3.5300000000000002,0.0,13.0,3.5300000000000002,1.0
2,31,42.30000000000271,3.099999999989592,7.38,2.0,12.0,12.0,9.379999999999999,0.21321961620469085
3,7,42.20000000000272,0.6999999999897284,0.0,2.24,0.0,4.0,2.24,1.0
3,8,42.20000000000272,0.7999999999897227,0.15000000000000002,27.68,2.0,30.0,27.83,0.994610132950054
3,9,42.20000000000272,0.899999999989717,1.25,79.37,7.0,112.0,80.62,0.9844951624906971
3,10,42.20000000000272,0.9999999999897113,0.81,214.2,1.0,315.0,215.01,0.996232733361239
3,11,42.20000000000272,1.0999999999897057,0.13,101.57,1.0,141.0,101.69999999999999,0.9987217305801377
3,12,42.20000000000272,1.1999999999897,0.0,0.67,0.0,4.0,0.67,1.0
3,13,42.20000000000272,1.2999999999896943,0.58,3.1100000000000003,3.0,7.0,3.6900000000000004,0.8428184281842819
3,14,42.20000000000272,1.3999999999896886,0.0,1.01,0.0,6.0,1.01,1.0
3,29,42.20000000000272,2.8999999999896033,0.0,0.14,0.0,1.0,0.14,1.0
3,30,42.20000000000272,2.9999999999895977,0.38,1.43,1.0,6.0,1.81,0.7900552486187845
4,7,42.10000000000272,0.6999999999897284,0.0,0.06,0.0,1.0,0.06,1.0
4,8,42.10000000000272,0.7999999999897227,0.0,11.92,0.0,29.0,11.92,1.0
4,9,42.10000000000272,0.899999999989717,0.31,135.24,1.0,211.0,135.55,0.9977130210254519
4,10,42.10000000000272,0.9999999999897113,28.32,291.34,23.0,342.0,319.65999999999997,0.9114058687355315
4,11,42.10000000000272,1.0999999999897057,7.970000000000001,263.81,4.0,297.0,271.78000000000003,0.9706748105084995
4,12,42.10000000000272,1.1999999999897,0.0,0.25,0.0,1.0,0.25,1.0
4,13,42.10000000000272,1.2999999999896943,0.22,0.53,1.0,3.0,0.75,0.7066666666666667
4,14,42.10000000000272,1.3999999999896886,0.0,0.11,0.0,1.0,0.11,1.0
4,21,42.10000000000272,2.099999999989649,0.0,0.46,0.0,1.0,0.46,1.0
4,27,42.10000000000272,2.6999999999896147,0.0,0.04,0.0,1.0,0.04,1.0
4,29,42.10000000000272,2.8999999999896033,0.05,0.0,2.0,0.0,0.05,0.0
4,30,42.10000000000272,2.9999999999895977,0.05,0.47,1.0,8.0,0.52,0.9038461538461537
4,31,42.10000000000272,3.099999999989592,0.0,0.76,0.0,3.0,0.76,1.0
5,7,42.00000000000273,0.6999999999897284,0.0,84.71,0.0,90.0,84.71,1.0
5,8,42.00000000000273,0.7999999999897227,0.44,95.11,2.0,149.0,95.55,0.9953950811093668
5,9,42.00000000000273,0.899999999989717,0.0,0.1,0.0,1.0,0.1,1.0
5,10,42.00000000000273,0.9999999999897113,0.0,6.67,0.0,11.0,6.67,1.0
5,11,42.00000000000273,1.0999999999897057,0.0,1.95,0.0,9.0,1.95,1.0
5,12,42.00000000000273,1.1999999999897,0.0,0.54,0.0,5.0,0.54,1.0
5,13,42.00000000000273,1.2999999999896943,0.0,0.24,0.0,2.0,0.24,1.0
5,15,42.00000000000273,1.499999999989683,0.0,0.56,0.0,5.0,0.56,1.0
5,20,42.00000000000273,1.9999999999896545,0.0,0.1,0.0,1.0,0.1,1.0
5,28,42.00000000000273,2.799999999989609,0.03,0.0,1.0,0.0,0.03,0.0
5,30,42.00000000000273,2.9999999999895977,2.88,0.19,6.0,2.0,3.07,0.061889250814332254
5,31,42.00000000000273,3.099999999989592,0.18,2.03,2.0,4.0,2.21,0.918552036199095
6,6,41.900000000002734,0.5999999999897341,21.22,28.76,23.0,34.0,49.980000000000004,0.5754301720688275
6,7,41.900000000002734,0.6999999999897284,50.160000000000004,305.64,38.0,484.0,355.8,0.8590219224283304
6,8,41.900000000002734,0.7999999999897227,7.62,124.12,12.0,194.0,131.74,0.9421587976316987
6,9,41.900000000002734,0.899999999989717,0.07,31.13,2.0,122.0,31.2,0.9977564102564103
6,10,41.900000000002734,0.9999999999897113,0.2,18.1,4.0,60.0,18.3,0.9890710382513661
6,11,41.900000000002734,1.0999999999897057,0.0,11.22,0.0,48.0,11.22,1.0
6,12,41.900000000002734,1.1999999999897,46.42,1.81,21.0,10.0,48.230000000000004,0.03752850922662243
6,13,41.900000000002734,1.2999999999896943,0.72,17.44,5.0,79.0,18.16,0.960352422907489
6,14,41.900000000002734,1.3999999999896886,0.0,0.57,0.0,3.0,0.57,1.0
6,15,41.900000000002734,1.499999999989683,0.060000000000000005,0.19,2.0,3.0,0.25,0.76
6,17,41.900000000002734,1.6999999999896716,0.0,0.51,0.0,6.0,0.51,1.0
6,18,41.900000000002734,1.7999999999896659,0.0,0.46,0.0,2.0,0.46,1.0
6,19,41.900000000002734,1.8999999999896602,0.0,0.08,0.0,1.0,0.08,1.0
6,20,41.900000000002734,1.9999999999896545,0.0,0.16,0.0,1.0,0.16,1.0
6,21,41.900000000002734,2.099999999989649,0.0,0.01,0.0,1.0,0.01,1.0
6,27,41.900000000002734,2.6999999999896147,0.31,0.0,1.0,0.0,0.31,0.0
6,30,41.900000000002734,2.9999999999895977,21.45,0.03,9.0,1.0,21.48,0.0013966480446927373
6,31,41.900000000002734,3.099999999989592,0.21,0.42,3.0,2.0,0.63,0.6666666666666666
7,4,41.80000000000274,0.39999999998974545,3.7800000000000002,0.0,2.0,0.0,3.7800000000000002,0.0
7,5,41.80000000000274,0.49999999998973976,107.81,0.30000000000000004,88.0,5.0,108.11,0.0027749514383498294
7,6,41.80000000000274,0.5999999999897341,33.91,41.160000000000004,79.0,85.0,75.07,0.5482882642866659
7,7,41.80000000000274,0.6999999999897284,30.95,53.23,35.0,117.0,84.17999999999999,0.632335471608458
